author,id.x,position,fname,lastn,gender,pubtitle,date,id.y
"Major, Debra",627,2,Debra,Major,female,Career Development Quarterly,2017,789
"Major, Debra",627,2,Debra,Major,female,Career Development Quarterly,2015,788
"Major, Debra",626,3,Debra,Major,female,Career Development Quarterly,2010,787
"Major, Debra",626,3,Debra,Major,female,Career Development Quarterly,2017,789
"Major, Debra",626,3,Debra,Major,female,Career Development Quarterly,2015,788
"Major, Debra",628,2,Debra,Major,female,Career Development Quarterly,2010,787
"Major, Debra",628,2,Debra,Major,female,Career Development Quarterly,2017,789
"Major, Debra",628,2,Debra,Major,female,Career Development Quarterly,2015,788
"Makarova, Elena",528,1,Elena,Makarova,female,Empirical Research in Vocational Education and Training,2016,790
"Makowski, Martha",435,4,Martha,Makowski,female,American Educational Research Journal,2018,791
"Mallette, Jennifer",92,1,Jennifer,Mallette,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,793
"Malley, Janet",120,3,Janet,Malley,female,Journal of Women and Minorities in Science and Engineering,2016,794
"Maltby, Jennifer",220,1,Jennifer,Maltby,female,Learning Communities: Research & Practice,2016,795
"Maltese, Adam",288,1,Adam,Maltese,male,Science Education,2011,1722
"Maltese, Adam",288,1,Adam,Maltese,male,Journal of Science Education and Technology,2017,1720
"Maltese, Adam",288,1,Adam,Maltese,male,Journal of chemical education,2012,1719
"Maltese, Adam",288,1,Adam,Maltese,male,Science Education,2014,1721
"Maltese, Adam",291,1,Adam,Maltese,male,Science Education,2011,1722
"Maltese, Adam",291,1,Adam,Maltese,male,Journal of Science Education and Technology,2017,1720
"Maltese, Adam",291,1,Adam,Maltese,male,Journal of chemical education,2012,1719
"Maltese, Adam",291,1,Adam,Maltese,male,Science Education,2014,1721
"Maltese, Adam",543,2,Adam,Maltese,male,Science Education,2011,1722
"Maltese, Adam",543,2,Adam,Maltese,male,Journal of Science Education and Technology,2017,1720
"Maltese, Adam",543,2,Adam,Maltese,male,Journal of chemical education,2012,1719
"Maltese, Adam",543,2,Adam,Maltese,male,Science Education,2014,1721
"Maltese, Adam",15,2,Adam,Maltese,male,Science Education,2011,1722
"Maltese, Adam",15,2,Adam,Maltese,male,Journal of Science Education and Technology,2017,1720
"Maltese, Adam",15,2,Adam,Maltese,male,Journal of chemical education,2012,1719
"Maltese, Adam",15,2,Adam,Maltese,male,Science Education,2014,1721
"Mancl, Karen",346,1,Karen,Mancl,female,Ohio Journal of Science,2017,796
"Mann, Allison",211,1,Allison,Mann,female,Social science research,2013,797
"Mann, Judith",546,5,Judith,Mann,female,Journal of Science Education and Technology,2016,798
"Marchetti, Carol",96,4,Carol,Marchetti,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,799
"Marchetti, Carol",96,4,Carol,Marchetti,female,Proceedings of the ASEE Annual Conference & Exposition,2015,800
"Marchetti, Carol",69,2,Carol,Marchetti,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,799
"Marchetti, Carol",69,2,Carol,Marchetti,female,Proceedings of the ASEE Annual Conference & Exposition,2015,800
"Margherio, Cara",324,2,Cara,Margherio,female,Social Sciences,2018,801
"Mark, Sheron",463,3,Sheron,Mark,male,Journal of Career Development,2013,1723
"Mark, Sheron",463,3,Sheron,Mark,male,Journal of Science Education and Technology,2016,1724
"Mark, Sheron",552,1,Sheron,Mark,male,Journal of Career Development,2013,1723
"Mark, Sheron",552,1,Sheron,Mark,male,Journal of Science Education and Technology,2016,1724
"Mars, Matthew",608,3,Matthew,Mars,male,Review of Higher Education,2016,1725
"Martin, Annette",378,14,Annette,Martin,female,PLoS ONE,2018,802
"Martin, Cristopher",546,6,Cristopher,Martin,male,Journal of Science Education and Technology,2016,1726
"Martin, Cynthia",531,2,Cynthia,Martin,female,Gender Issues,2011,803
"Martin, Julie",66,4,Julie,Martin,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,804
"Martin, Michael",8,2,Michael,Martin,male,Journal of Agricultural Education,2015,1727
"Martinez Ortiz, Araceli",139,1,Araceli,Martinez Ortiz,female,American Journal of Engineering Education,2015,805
"Martinez, Dalinda",382,4,Dalinda,Martinez,female,Change,2015,806
"Martiny, Sarah",583,2,Sarah,Martiny,female,Sex Roles,2016,807
"Martiros, Melissa",86,3,Melissa,Martiros,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,808
"Marx, David",582,2,David,Marx,male,Sex Roles,2013,1728
"Marzilli, Luigi",16,4,Luigi,Marzilli,male,Journal of chemical education,2014,1729
"Mason, Mary",440,2,Mary,Mason,female,Annals of the American Academy of Political and Social Science,2011,809
"Mason, Sharon",69,3,Sharon,Mason,female,Proceedings of the ASEE Annual Conference & Exposition,2015,811
"Mason, Sharon",69,3,Sharon,Mason,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,810
"Mason, Sharon",96,1,Sharon,Mason,female,Proceedings of the ASEE Annual Conference & Exposition,2015,811
"Mason, Sharon",96,1,Sharon,Mason,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,810
"Massimo, Nicholas",378,13,Nicholas,Massimo,male,PLoS ONE,2018,1730
"Master, Allison",176,1,Allison,Master,female,Frontiers in psychology,2015,812
"Master, Allison",176,1,Allison,Master,female,International Review of Social Psychology,2014,813
"Master, Allison",176,1,Allison,Master,female,Journal of experimental child psychology,2017,815
"Master, Allison",176,1,Allison,Master,female,Journal of educational psychology,2016,814
"Master, Allison",610,1,Allison,Master,female,Frontiers in psychology,2015,812
"Master, Allison",610,1,Allison,Master,female,International Review of Social Psychology,2014,813
"Master, Allison",610,1,Allison,Master,female,Journal of experimental child psychology,2017,815
"Master, Allison",610,1,Allison,Master,female,Journal of educational psychology,2016,814
"Master, Allison",227,2,Allison,Master,female,Frontiers in psychology,2015,812
"Master, Allison",227,2,Allison,Master,female,International Review of Social Psychology,2014,813
"Master, Allison",227,2,Allison,Master,female,Journal of experimental child psychology,2017,815
"Master, Allison",227,2,Allison,Master,female,Journal of educational psychology,2016,814
"Master, Allison",44,1,Allison,Master,female,Frontiers in psychology,2015,812
"Master, Allison",44,1,Allison,Master,female,International Review of Social Psychology,2014,813
"Master, Allison",44,1,Allison,Master,female,Journal of experimental child psychology,2017,815
"Master, Allison",44,1,Allison,Master,female,Journal of educational psychology,2016,814
"Masur, Sandra",136,20,Sandra,Masur,female,Cell Stem Cell,2015,816
"Matheus, Carolyn",264,1,Carolyn,Matheus,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,817
"Mattley, Christine",212,2,Christine,Mattley,female,Advances in Gender Research,2014,818
"Mattsson, Tina",398,1,Tina,Mattsson,female,Gender & Education,2015,819
"Maung, Nina",55,3,Nina,Maung,female,CBE Life Sciences Education,2016,820
"Mavriplis, Catherine",39,3,Catherine,Mavriplis,female,Journal of Diversity in Higher Education,2009,821
"May, Ann Mari.",613,1,Ann Mari.,May,NA,Review of Regional Studies,2017,822
"Mbila, Monday",519,9,Monday,Mbila,NA,Soil Science Society of America Journal,2018,1731
"McBratney, Alex",518,2,Alex,McBratney,male,Journal of Soil and Water Conservation,2008,1732
"McCarthy, Raymond",617,1,Raymond,McCarthy,male,Journal of Technology Education,2008,1733
"McClelland, Sara",496,1,Sara,McClelland,female,Psychology of Women Quarterly,2015,825
"McCracken, Mary",542,4,Mary,McCracken,female,Journal of Autism and Developmental Disorders,2013,826
"McCullough, Laura",222,1,Laura,McCullough,female,Forum on Public Policy Online,2011,827
"McDaniel, Anne",353,1,Anne,McDaniel,female,European Sociological Review,2016,828
"McDaniel, Paul",519,8,Paul,McDaniel,male,Soil Science Society of America Journal,2018,1734
"McDonald, Sarah-Kathryn",31,2,Sarah-Kathryn,McDonald,NA,Developmental psychology,2012,829
"McGarvey, Mary",613,2,Mary,McGarvey,female,Review of Regional Studies,2017,830
"McGee, Ebony",385,1,Ebony,McGee,female,Cognition and Instruction,2017,831
"McGee, Richard",525,1,Richard,McGee,male,AIDS and Behavior,2016,1735
"McGeorge, Christi",117,3,Christi,McGeorge,female,Journal of Women and Minorities in Science and Engineering,2012,832
"McGrath, Lynn",603,3,Lynn,McGrath,female,PRIMUS,2018,833
"McGready, John",371,2,John,McGready,male,PLoS ONE,2014,1736
"McGuire, Saundra",16,2,Saundra,McGuire,female,Journal of chemical education,2014,834
"McHugh, Louise",172,2,Louise,McHugh,female,Journal of Contextual Behavioral Science,2017,835
"McKinley, William",60,5,William,McKinley,male,Horttechnology,2014,1737
"McLoughlin, Lisa",396,1,Lisa,McLoughlin,female,Engineering Studies,2009,836
"McManus, Melissa",51,4,Melissa,McManus,female,Journal of personality and social psychology,2011,837
"McNeely, Connie",642,2,Connie,McNeely,female,Review of Policy Research,2010,838
"McNeely, Connie",642,2,Connie,McNeely,female,Review of Policy Research,2010,840
"McNeely, Connie",642,2,Connie,McNeely,female,Review of Policy Research,2009,839
"McNeely, Connie",641,2,Connie,McNeely,female,Review of Policy Research,2010,838
"McNeely, Connie",641,2,Connie,McNeely,female,Review of Policy Research,2010,840
"McNeely, Connie",641,2,Connie,McNeely,female,Review of Policy Research,2009,839
"McNeely, Connie",640,1,Connie,McNeely,female,Review of Policy Research,2010,838
"McNeely, Connie",640,1,Connie,McNeely,female,Review of Policy Research,2010,840
"McNeely, Connie",640,1,Connie,McNeely,female,Review of Policy Research,2009,839
"McPherson, Erin",474,1,Erin,McPherson,female,Personality and Social Psychology Bulletin,2018,842
"McPherson, Erin",474,1,Erin,McPherson,female,Educational Psychology,2018,841
"McPherson, Erin",394,1,Erin,McPherson,female,Personality and Social Psychology Bulletin,2018,842
"McPherson, Erin",394,1,Erin,McPherson,female,Educational Psychology,2018,841
"McPherson, Ezella",123,1,Ezella,McPherson,NA,Journal of Women and Minorities in Science and Engineering,2016,843
"Meadowbrooke, Chrysta",276,2,Chrysta,Meadowbrooke,NA,Journal of Medical Internet Research,2013,844
"Means, Barbara",284,1,Barbara,Means,female,Journal of Research in Science Teaching,2016,845
"Mehl, Matthias",503,4,Matthias,Mehl,male,Social Psychological and Personality Science,2011,1738
"Melguizo, Tatiana",569,1,Tatiana,Melguizo,female,Research in Higher Education,2012,847
"Melkers, Julia",500,2,Julia,Melkers,female,Science Technology and Human Values,2018,848
"Melki, Christina",291,2,Christina,Melki,female,Science Education,2014,849
"Melon, Laverne",58,2,Laverne,Melon,male,CBE Life Sciences Education,2016,1739
"Meltzoff, Andrew",176,4,Andrew,Meltzoff,male,Frontiers in psychology,2015,1740
"Meltzoff, Andrew",176,4,Andrew,Meltzoff,male,Journal of experimental child psychology,2017,1743
"Meltzoff, Andrew",176,4,Andrew,Meltzoff,male,Journal of educational psychology,2016,1742
"Meltzoff, Andrew",176,4,Andrew,Meltzoff,male,International Review of Social Psychology,2014,1741
"Meltzoff, Andrew",44,3,Andrew,Meltzoff,male,Frontiers in psychology,2015,1740
"Meltzoff, Andrew",44,3,Andrew,Meltzoff,male,Journal of experimental child psychology,2017,1743
"Meltzoff, Andrew",44,3,Andrew,Meltzoff,male,Journal of educational psychology,2016,1742
"Meltzoff, Andrew",44,3,Andrew,Meltzoff,male,International Review of Social Psychology,2014,1741
"Meltzoff, Andrew",227,3,Andrew,Meltzoff,male,Frontiers in psychology,2015,1740
"Meltzoff, Andrew",227,3,Andrew,Meltzoff,male,Journal of experimental child psychology,2017,1743
"Meltzoff, Andrew",227,3,Andrew,Meltzoff,male,Journal of educational psychology,2016,1742
"Meltzoff, Andrew",227,3,Andrew,Meltzoff,male,International Review of Social Psychology,2014,1741
"Meltzoff, Andrew",610,3,Andrew,Meltzoff,male,Frontiers in psychology,2015,1740
"Meltzoff, Andrew",610,3,Andrew,Meltzoff,male,Journal of experimental child psychology,2017,1743
"Meltzoff, Andrew",610,3,Andrew,Meltzoff,male,Journal of educational psychology,2016,1742
"Meltzoff, Andrew",610,3,Andrew,Meltzoff,male,International Review of Social Psychology,2014,1741
"Mendenhall, Ruby",89,3,Ruby,Mendenhall,female,Proceedings of the ASEE Annual Conference & Exposition,2018,851
"Mendenhall, Ruby",89,3,Ruby,Mendenhall,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,850
"Mendenhall, Ruby",97,1,Ruby,Mendenhall,female,Proceedings of the ASEE Annual Conference & Exposition,2018,851
"Mendenhall, Ruby",97,1,Ruby,Mendenhall,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,850
"Mengel, Susan",83,6,Susan,Mengel,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,852
"Mervis, Jeffrey",12,1,Jeffrey,Mervis,male,Science,2011,1744
"Metcalf, Heather",344,1,Heather,Metcalf,female,Frontiers in Psychology,2017,853
"Metcalf, Heather",344,1,Heather,Metcalf,female,Nature Human Behaviour,2018,854
"Metcalf, Heather",237,4,Heather,Metcalf,female,Frontiers in Psychology,2017,853
"Metcalf, Heather",237,4,Heather,Metcalf,female,Nature Human Behaviour,2018,854
"Metz, Anneke",30,3,Anneke,Metz,female,Cultural diversity & ethnic minority psychology,2014,855
"Meyer, Meredith",11,3,Meredith,Meyer,female,Science,2014,857
"Meyer, Meredith",11,3,Meredith,Meyer,female,Frontiers in Psychology,2015,856
"Meyer, Meredith",241,1,Meredith,Meyer,female,Science,2014,857
"Meyer, Meredith",241,1,Meredith,Meyer,female,Frontiers in Psychology,2015,856
"Michelmore, Katherine",318,2,Katherine,Michelmore,female,Social science research,2017,859
"Michelmore, Katherine",318,2,Katherine,Michelmore,female,Social Forces,2013,858
"Michelmore, Katherine",318,2,Katherine,Michelmore,female,Social Sciences,2017,860
"Michelmore, Katherine",209,4,Katherine,Michelmore,female,Social science research,2017,859
"Michelmore, Katherine",209,4,Katherine,Michelmore,female,Social Forces,2013,858
"Michelmore, Katherine",209,4,Katherine,Michelmore,female,Social Sciences,2017,860
"Michelmore, Katherine",360,4,Katherine,Michelmore,female,Social science research,2017,859
"Michelmore, Katherine",360,4,Katherine,Michelmore,female,Social Forces,2013,858
"Michelmore, Katherine",360,4,Katherine,Michelmore,female,Social Sciences,2017,860
"Mickelson, Roslyn",501,4,Roslyn,Mickelson,female,International Journal of STEM Education,2018,862
"Mickelson, Roslyn",501,4,Roslyn,Mickelson,female,Economics of Education Review,2015,861
"Mickelson, Roslyn",501,4,Roslyn,Mickelson,female,Social Currents,2016,863
"Mickelson, Roslyn",539,3,Roslyn,Mickelson,female,International Journal of STEM Education,2018,862
"Mickelson, Roslyn",539,3,Roslyn,Mickelson,female,Economics of Education Review,2015,861
"Mickelson, Roslyn",539,3,Roslyn,Mickelson,female,Social Currents,2016,863
"Mickelson, Roslyn",163,3,Roslyn,Mickelson,female,International Journal of STEM Education,2018,862
"Mickelson, Roslyn",163,3,Roslyn,Mickelson,female,Economics of Education Review,2015,861
"Mickelson, Roslyn",163,3,Roslyn,Mickelson,female,Social Currents,2016,863
"Middleton, Emily",277,11,Emily,Middleton,female,American Journal of Physical Anthropology,2018,864
"Milesi, Carolina",229,1,Carolina,Milesi,female,Frontiers in Psychology,2017,865
"Milgram, Donna",274,1,Donna,Milgram,female,Technology and Engineering Teacher,2011,866
"Miller, Bridget",175,2,Bridget,Miller,female,Journal of experimental child psychology,2017,867
"Miller, David",194,1,David,Miller,male,Frontiers in psychology,2015,1745
"Miller, David",194,1,David,Miller,male,Learning and Individual Differences,2013,1746
"Miller, David",194,1,David,Miller,male,Perspectives on Psychological Science,2016,1747
"Miller, David",238,1,David,Miller,male,Frontiers in psychology,2015,1745
"Miller, David",238,1,David,Miller,male,Learning and Individual Differences,2013,1746
"Miller, David",238,1,David,Miller,male,Perspectives on Psychological Science,2016,1747
"Miller, David",478,2,David,Miller,male,Frontiers in psychology,2015,1745
"Miller, David",478,2,David,Miller,male,Learning and Individual Differences,2013,1746
"Miller, David",478,2,David,Miller,male,Perspectives on Psychological Science,2016,1747
"Miller, Emily",444,2,Emily,Miller,female,Educational Researcher,2018,868
"Miller, Evonne",633,2,Evonne,Miller,female,International Journal of Art & Design Education,2016,869
"Miller, Matthew",189,2,Matthew,Miller,male,Journal of vocational behavior,2015,1749
"Miller, Matthew",189,2,Matthew,Miller,male,Journal of Counseling Psychology,2018,1748
"Miller, Matthew",34,3,Matthew,Miller,male,Journal of vocational behavior,2015,1749
"Miller, Matthew",34,3,Matthew,Miller,male,Journal of Counseling Psychology,2018,1748
"Miller, Rebecca",312,2,Rebecca,Miller,female,Journal of Engineering Education,2017,870
"Mills, Anne",275,5,Anne,Mills,female,Journal of Medical Internet Research,2018,871
"Min, Pyong Gap",397,1,Pyong Gap,Min,NA,Ethnic and Racial Studies,2015,1750
"Minasny, Budiman",518,3,Budiman,Minasny,NA,Journal of Soil and Water Conservation,2008,1751
"Mineo, Concetta",492,2,Concetta,Mineo,female,Psychology of Women Quarterly,2013,872
"Miner, Kathi",118,1,Kathi,Miner,NA,Psychology of Women Quarterly,2013,874
"Miner, Kathi",118,1,Kathi,Miner,NA,Journal of Women and Minorities in Science and Engineering,2017,873
"Miner, Kathi",487,4,Kathi,Miner,NA,Psychology of Women Quarterly,2013,874
"Miner, Kathi",487,4,Kathi,Miner,NA,Journal of Women and Minorities in Science and Engineering,2017,873
"Minney, Jessy",591,5,Jessy,Minney,male,Sex Roles,2015,1752
"Minnotte, Krista",41,2,Krista,Minnotte,female,Journal of Diversity in Higher Education,2010,875
"Minnotte, Krista",41,2,Krista,Minnotte,female,Sociological Focus,2018,877
"Minnotte, Krista",41,2,Krista,Minnotte,female,Journal of Feminist Family Therapy,2017,876
"Minnotte, Krista",429,2,Krista,Minnotte,female,Journal of Diversity in Higher Education,2010,875
"Minnotte, Krista",429,2,Krista,Minnotte,female,Sociological Focus,2018,877
"Minnotte, Krista",429,2,Krista,Minnotte,female,Journal of Feminist Family Therapy,2017,876
"Minnotte, Krista",409,2,Krista,Minnotte,female,Journal of Diversity in Higher Education,2010,875
"Minnotte, Krista",409,2,Krista,Minnotte,female,Sociological Focus,2018,877
"Minnotte, Krista",409,2,Krista,Minnotte,female,Journal of Feminist Family Therapy,2017,876
"Misra, Joya",320,1,Joya,Misra,female,Social Sciences,2017,880
"Miyake, Akira",489,5,Akira,Miyake,female,Psychology of Women Quarterly,2017,881
"Molenda, Aneta",485,2,Aneta,Molenda,female,Psychology of Women Quarterly,2015,882
"Moller, Stephanie",539,5,Stephanie,Moller,female,Economics of Education Review,2015,883
"Moller, Stephanie",539,5,Stephanie,Moller,female,Social Currents,2016,885
"Moller, Stephanie",539,5,Stephanie,Moller,female,International Journal of STEM Education,2018,884
"Moller, Stephanie",501,2,Stephanie,Moller,female,Economics of Education Review,2015,883
"Moller, Stephanie",501,2,Stephanie,Moller,female,Social Currents,2016,885
"Moller, Stephanie",501,2,Stephanie,Moller,female,International Journal of STEM Education,2018,884
"Moller, Stephanie",163,4,Stephanie,Moller,female,Economics of Education Review,2015,883
"Moller, Stephanie",163,4,Stephanie,Moller,female,Social Currents,2016,885
"Moller, Stephanie",163,4,Stephanie,Moller,female,International Journal of STEM Education,2018,884
"Monaco, Paul",83,5,Paul,Monaco,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1754
"Monje-Paulson, Laura",410,6,Laura,Monje-Paulson,female,Journal of Higher Education,2017,886
"Montoya, Amanda",53,3,Amanda,Montoya,female,Psychological bulletin,2017,887
"Moons, Wesley",450,2,Wesley,Moons,male,Group Processes & Intergroup Relations,2015,1755
"Moore, Chelsea",577,3,Chelsea,Moore,female,Sex Roles,2016,888
"Moote, Julie",436,2,Julie,Moote,female,Sex Roles,2017,890
"Moote, Julie",436,2,Julie,Moote,female,American Educational Research Journal,2017,889
"Moote, Julie",585,3,Julie,Moote,female,Sex Roles,2017,890
"Moote, Julie",585,3,Julie,Moote,female,American Educational Research Journal,2017,889
"Morales, Danielle",286,1,Danielle,Morales,female,Science Education,2018,891
"Morgan, Helen",220,4,Helen,Morgan,female,Learning Communities: Research & Practice,2016,892
"Morgan, Stephen",208,1,Stephen,Morgan,male,Social science research,2013,1757
"Morganson, Valerie",626,1,Valerie,Morganson,female,Career Development Quarterly,2015,893
"Morganson, Valerie",626,1,Valerie,Morganson,female,Career Development Quarterly,2010,894
"Morganson, Valerie",627,1,Valerie,Morganson,female,Career Development Quarterly,2015,893
"Morganson, Valerie",627,1,Valerie,Morganson,female,Career Development Quarterly,2010,894
"Morris, Zoe",581,4,Zoe,Morris,female,Sex Roles,2017,895
"Morse, Audra",83,7,Audra,Morse,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,896
"Morton, Christina",68,1,Christina,Morton,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,897
"Morton, Karisma",230,2,Karisma,Morton,female,Frontiers in Psychology,2017,898
"Morton, Rebecca",61,3,Rebecca,Morton,female,Photogrammetric Engineering & Remote Sensing,2017,899
"Morton, Terrell",285,1,Terrell,Morton,male,Science Education,2018,1758
"Moscatelli, Adriana",176,3,Adriana,Moscatelli,female,Journal of experimental child psychology,2017,900
"Moss-Racusin, Corinne",485,1,Corinne,Moss-Racusin,female,Proceedings of the National Academy of Sciences of the United States of America,2015,901
"Moss-Racusin, Corinne",485,1,Corinne,Moss-Racusin,female,Sex Roles,2018,903
"Moss-Racusin, Corinne",485,1,Corinne,Moss-Racusin,female,Psychology of Women Quarterly,2015,902
"Moss-Racusin, Corinne",341,3,Corinne,Moss-Racusin,female,Proceedings of the National Academy of Sciences of the United States of America,2015,901
"Moss-Racusin, Corinne",341,3,Corinne,Moss-Racusin,female,Sex Roles,2018,903
"Moss-Racusin, Corinne",341,3,Corinne,Moss-Racusin,female,Psychology of Women Quarterly,2015,902
"Moss-Racusin, Corinne",578,1,Corinne,Moss-Racusin,female,Proceedings of the National Academy of Sciences of the United States of America,2015,901
"Moss-Racusin, Corinne",578,1,Corinne,Moss-Racusin,female,Sex Roles,2018,903
"Moss-Racusin, Corinne",578,1,Corinne,Moss-Racusin,female,Psychology of Women Quarterly,2015,902
"Moss-Racusin, Corrinne",49,1,Corrinne,Moss-Racusin,female,Journal of Experimental Psychology: Applied,2018,904
"Moss, Justin",342,1,Justin,Moss,male,NACTA Journal,2011,1759
"Mountz, Alison",622,1,Alison,Mountz,female,Canadian Geographer / Le Geographe Canadien,2016,905
"Moyer, Christina",30,5,Christina,Moyer,female,Cultural diversity & ethnic minority psychology,2014,906
"Muguira, Maritza",258,6,Maritza,Muguira,female,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,907
"Mullen, Sarah",86,4,Sarah,Mullen,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,908
"Muller, Carol",638,4,Carol,Muller,female,Journal of Social Issues,2011,909
"Muller, Chandra",437,4,Chandra,Muller,female,American Educational Research Journal,2012,910
"Multon, Karen",468,2,Karen,Multon,female,Journal of Psychoeducational Assessment,2012,911
"Mulvey, Kelly",175,1,Kelly,Mulvey,female,Journal of experimental child psychology,2017,912
"Mulvey, Kelly Lynn",363,1,Kelly Lynn,Mulvey,NA,Early Childhood Research Quarterly,2018,913
"Mummery, Christine",136,21,Christine,Mummery,female,Cell Stem Cell,2015,914
"Muret-Wagstaff, Sharon",28,2,Sharon,Muret-Wagstaff,female,Advances in Physiology Education,2014,915
"Murphy, Mary",226,4,Mary,Murphy,female,Frontiers in Psychology,2017,916
"Murphy, Susan",193,2,Susan,Murphy,female,Leadership Quarterly,2016,917
"Mustafa, Hadil",80,1,Hadil,Mustafa,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,918
"Mutahi, Teresa",297,1,Teresa,Mutahi,female,Women in Higher Education,2016,919
"Myers, Betsy",136,22,Betsy,Myers,female,Cell Stem Cell,2015,920
"Myers, Dante",627,5,Dante,Myers,male,Career Development Quarterly,2015,1760
"Myers, Dante",627,5,Dante,Myers,male,Career Development Quarterly,2017,1761
"Myers, Dante",628,1,Dante,Myers,male,Career Development Quarterly,2015,1760
"Myers, Dante",628,1,Dante,Myers,male,Career Development Quarterly,2017,1761
"Myers, Perla",603,4,Perla,Myers,female,PRIMUS,2018,921
"Nachman, Brett",223,4,Brett,Nachman,male,Frontiers in Psychology,2017,1762
"Nagengast, Benjamin",45,5,Benjamin,Nagengast,male,Journal of educational psychology,2017,1763
"Nassar-McMillan, Sylvia",307,1,Sylvia,Nassar-McMillan,female,New Directions for Institutional Research,2011,922
"Natarajan, Balasubramaniam",258,2,Balasubramaniam,Natarajan,NA,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,1764
"Navarro, Rachel",179,3,Rachel,Navarro,female,Journal of vocational behavior,2015,923
"Ndicu, Martin",273,7,Martin,Ndicu,male,Communications of the Association for Information Systems,2018,1765
"Nehmeh, Ghada",131,1,Ghada,Nehmeh,female,Journal of Women and Minorities in Science and Engineering,2018,924
"Neilsen, Tracianne",3,1,Tracianne,Neilsen,NA,173rd Meeting of Acoustical Society of America,2017,925
"Nelson, Paul",445,2,Paul,Nelson,male,Emerging Adulthood,2018,1766
"Nettiksimmons, Jasmine",334,3,Jasmine,Nettiksimmons,female,Journal of Women's Health,2011,926
"Newall, Carol",158,1,Carol,Newall,female,Contemporary Educational Psychology,2018,927
"Ngambeki, Ida",559,4,Ida,Ngambeki,female,Motivation and Emotion,2012,928
"Nikiforova, Irina",448,3,Irina,Nikiforova,female,Gender & Society,2011,929
"Nirenberg, Melissa",136,23,Melissa,Nirenberg,female,Cell Stem Cell,2015,930
"Nishina, Adrienne",182,2,Adrienne,Nishina,female,Journal of vocational behavior,2017,931
"Nissen, Jayson",25,1,Jayson,Nissen,male,Physical Review Physics Education Research,2016,1767
"Nix, Samantha",411,3,Samantha,Nix,female,Journal of Higher Education,2018,934
"Nix, Samantha",411,3,Samantha,Nix,female,Frontiers in Psychology,2017,932
"Nix, Samantha",411,3,Samantha,Nix,female,Frontiers in psychology,2015,933
"Nix, Samantha",235,1,Samantha,Nix,female,Journal of Higher Education,2018,934
"Nix, Samantha",235,1,Samantha,Nix,female,Frontiers in Psychology,2017,932
"Nix, Samantha",235,1,Samantha,Nix,female,Frontiers in psychology,2015,933
"Nix, Samantha",231,2,Samantha,Nix,female,Journal of Higher Education,2018,934
"Nix, Samantha",231,2,Samantha,Nix,female,Frontiers in Psychology,2017,932
"Nix, Samantha",231,2,Samantha,Nix,female,Frontiers in psychology,2015,933
"Normanly, Jennifer",320,5,Jennifer,Normanly,female,Social Sciences,2017,935
"Nosek, Brian",234,2,Brian,Nosek,male,Frontiers in psychology,2015,1768
"Novakovic, Alexandra",311,2,Alexandra,Novakovic,female,Journal of Counseling and Development,2017,936
"O'Bannon, Deborah",63,1,Deborah,O'Bannon,female,Leadership & Management in Engineering,2010,938
"O'Brien, Katharine",214,1,Katharine,O'Brien,female,Gender in Management,2008,940
"O'Brien, Laurie",29,1,Laurie,O'Brien,female,Social Psychology of Education,2015,942
"O'Brien, Laurie",29,1,Laurie,O'Brien,female,Cultural diversity & ethnic minority psychology,2014,941
"O'Brien, Laurie",598,1,Laurie,O'Brien,female,Social Psychology of Education,2015,942
"O'Brien, Laurie",598,1,Laurie,O'Brien,female,Cultural diversity & ethnic minority psychology,2014,941
"O'Donnell, Christine",1,1,Christine,O'Donnell,female,AIP Conference Proceedings,2015,943
"O'Donnell, Matt",556,5,Matt,O'Donnell,male,Journal of Technology Transfer,2017,1770
"O'Leary, Katie",556,2,Katie,O'Leary,female,Journal of Technology Transfer,2017,945
"Ober, David",293,2,David,Ober,male,School Science and Mathematics,2015,1769
"Obergriesser, Stefanie",621,4,Stefanie,Obergriesser,female,Annals of the New York Academy of Sciences,2016,939
"Oh, Seong Soo",207,1,Seong Soo,Oh,NA,Social Science Journal,2011,1771
"Ohland, Matthew",313,5,Matthew,Ohland,male,Journal of Engineering Education,2012,1772
