id.x,author,fname,lname,gender,pubtitle,date,id.y
610,"Faitar, Silviu L.",NA,NA,NA,NA,NA,NA
611,"Saadin, Izmayani",Izmayani,Saadin,NA,Procedia Economics and Finance,2016,655
612,"Ramli, Khalijah",Khalijah, Ramli,NA,Procedia Economics and Finance,2016,656
613,"Johari, Husna",Husna, Johari,female,Procedia Economics and Finance,2016,657
614,"Harin, Nurul A.",NA,NA,NA,NA,NA,NA
615,"Hu, Anning",Anning,Hu,NA,Research in Social Stratification and Mobility,2015,659
616,"Hibel, Jacob",Jacob, Hibel,male,Research in Social Stratification and Mobility,2015,660
617,"Gaule, Patrick",Patrick,Gaule,male,Research Policy,2018,661
618,"Piacentini, Mario",Mario, Piacentini,male,Research Policy,2018,662
619,"Lerchenmueller, Marc J.",NA,NA,NA,NA,NA,NA
620,"Sorenson, Olav",Olav, Sorenson,NA,Research Policy,2018,664
621,"Liben, Lynn S.",NA,NA,NA,NA,NA,NA
622,"Coyle, Emily F.",NA,NA,NA,NA,NA,NA
623,"Dutt, Manjul",Manjul,Dutt,NA,Scientia Horticulturae,2018,667
624,"Erpen, Ligia",Ligia, Erpen,female,Scientia Horticulturae,2018,668
625,"Grosser, Jude W.",NA,NA,NA,NA,NA,NA
626,"Sabharwal, Meghna",Meghna,Sabharwal,female,Social Science Journal,2009,670
627,"Corley, Elizabeth A.",NA,NA,NA,NA,NA,NA
628,"Oh, Seong Soo",Seong Soo,Oh,NA,Social Science Journal,2011,672
629,"Lewis, Gregory B.",NA,NA,NA,NA,NA,NA
630,"Morgan, Stephen L.",NA,NA,NA,NA,NA,NA
631,"Gelbgiser, Dafna",Dafna, Gelbgiser,female,Sociological Science,2017,1568
631,"Gelbgiser, Dafna",Dafna, Gelbgiser,female,Social science research,2013,675
632,"Weeden, Kim A.",NA,NA,NA,NA,NA,NA
633,"Sassler, Sharon",Sharon, Sassler,female,Social Forces,2013,1093
633,"Sassler, Sharon",Sharon,Sassler,female,Social Sciences,2017,975
633,"Sassler, Sharon",Sharon,Sassler,female,Social science research,2017,677
634,"Glass, Jennifer",Jennifer,Glass,female,Social Forces,2013,1092
634,"Glass, Jennifer",Jennifer, Glass,female,Social science research,2017,678
635,"Levitte, Yael",Yael, Levitte,male,Social science research,2017,679
635,"Levitte, Yael",Yael, Levitte,male,Social Forces,2013,1094
636,"Michelmore, Katherine M.",NA,NA,NA,NA,NA,NA
637,"Stets, Jan E.",NA,NA,NA,NA,NA,NA
638,"Brenner, Philip S.",NA,NA,NA,NA,NA,NA
639,"Burke, Peter J.",NA,NA,NA,NA,NA,NA
640,"Serpe, Richard T.",NA,NA,NA,NA,NA,NA
641,"Mann, Allison",Allison,Mann,female,Social science research,2013,685
642,"DiPrete, Thomas A.",NA,NA,NA,NA,NA,NA
643,"Anderson, Cynthia D.",NA,NA,NA,NA,NA,NA
644,"Mattley, Christine",Christine, Mattley,female,Advances in Gender Research,2014,688
645,"Conley, Valerie Martin",Valerie Martin, Conley,NA,Advances in Gender Research,2014,689
646,"Koonce, David A.",NA,NA,NA,NA,NA,NA
647,"Buse, Kathleen",Kathleen,Buse,female,Frontiers in Psychology,2014,759
647,"Buse, Kathleen",Kathleen, Buse,female,Frontiers in Psychology,2017,771
647,"Buse, Kathleen",Kathleen,Buse,female,Career Development International,2013,691
648,"Bilimoria, Diana",Diana, Bilimoria,female,Career Development International,2013,692
648,"Bilimoria, Diana",Diana, Bilimoria,female,Frontiers in Psychology,2017,772
648,"Bilimoria, Diana",Diana, Bilimoria,female,Frontiers in Psychology,2014,760
649,"Perelli, Sheri",Sheri, Perelli,female,Career Development International,2013,693
650,"O'Brien, Katharine R.",NA,NA,NA,NA,NA,NA
651,"Hebl, Michelle R.",NA,NA,NA,NA,NA,NA
652,"Stroude, Aurianne",Aurianne,Stroude,NA,International Journal of Mentoring and Coaching in Education,2015,696
653,"Bellier-Teichmann, Tanja",Tanja, Bellier-Teichmann,NA,International Journal of Mentoring and Coaching in Education,2015,697
654,"Cantero, Odile",Odile, Cantero,NA,International Journal of Mentoring and Coaching in Education,2015,698
655,"Dasoki, Nora",Nora, Dasoki,female,International Journal of Mentoring and Coaching in Education,2015,699
656,"Kaeser, Laure",Laure, Kaeser,NA,International Journal of Mentoring and Coaching in Education,2015,700
657,"Ronca, Miriam",Miriam, Ronca,female,International Journal of Mentoring and Coaching in Education,2015,701
658,"Morin, Diane",Diane, Morin,female,International Journal of Mentoring and Coaching in Education,2015,702
659,"Leon, Raul",Raul, Leon,male,Journal for Multicultural Education,2016,704
660,"Flowers III, Alonzo M.",NA,NA,NA,NA,NA,NA
661,"Banda, Rosa",Rosa, Banda,female,Journal for Multicultural Education,2016,706
661,"Banda, Rosa",Rosa,Banda,female,International Journal of Qualitative Studies in Education,2018,1238
662,"Zanin-Yost, Alessia",Alessia,Zanin-Yost,female,New Library World,2012,707
663,"Gauder, Heidi",Heidi,Gauder,female,Reference Services Review,2012,708
664,"Jenkins, Fred",Fred, Jenkins,male,Reference Services Review,2012,709
665,"Maltby, Jennifer L.",NA,NA,NA,NA,NA,NA
666,"Brooks, Christopher",Christopher, Brooks,male,Learning Communities: Research & Practice,2016,711
667,"Horton, Marjorie",Marjorie, Horton,female,Learning Communities: Research & Practice,2016,712
668,"Morgan, Helen",Helen, Morgan,female,Learning Communities: Research & Practice,2016,713
669,"Gorman, Susan T.",NA,NA,NA,NA,NA,NA
670,"Durmowicz, Meredith C.",NA,NA,NA,NA,NA,NA
671,"Roskes, Ellen M.",NA,NA,NA,NA,NA,NA
672,"Slattery, Susan P.",NA,NA,NA,NA,NA,NA
673,"McCullough, Laura",Laura,McCullough,female,Forum on Public Policy Online,2011,718
674,"Wang, Xueli",Xueli,Wang,NA,American Educational Research Journal,2013,1321
674,"Wang, Xueli",Xueli, Wang,NA,Community College Journal of Research & Practice,2016,1214
674,"Wang, Xueli",Xueli,Wang,NA,Research in Higher Education,2013,1726
674,"Wang, Xueli",Xueli,Wang,NA,Frontiers in Psychology,2017,719
674,"Wang, Xueli",Xueli,Wang,NA,Research in Higher Education,2016,1721
675,"Chan, Hsun-yu",Hsun-yu, Chan,NA,Frontiers in Psychology,2017,720
676,"Soffa, Sara J.",NA,NA,NA,NA,NA,NA
677,"Nachman, Brett R.",NA,NA,NA,NA,NA,NA
678,"Su, Rong",Rong,Su,NA,Frontiers in Psychology,2015,723
679,"Rounds, James",James, Rounds,male,Frontiers in Psychology,2015,724
680,"Kahn, Shulamit",Shulamit,Kahn,NA,Frontiers in psychology,2015,725
680,"Kahn, Shulamit",Shulamit, Kahn,NA,Psychological Science in the Public Interest,2014,1468
681,"Ginther, Donna K.",NA,NA,NA,NA,NA,NA
682,"Boucher, Kathryn L.",NA,NA,NA,NA,NA,NA
683,"Fuesting, Melissa A.",NA,NA,NA,NA,NA,NA
684,"Murphy, Mary C.",NA,NA,NA,NA,NA,NA
685,"Williams, Williams M.",NA,NA,NA,NA,NA,NA
686,"Mahajan, Agrima",Agrima, Mahajan,NA,Frontiers in Psychology,2017,735
687,"Thoemmes, Felix",Felix, Thoemmes,male,Frontiers in Psychology,2017,736
688,"Barnett, Susan M.",NA,NA,NA,NA,NA,NA
689,"Vermeylen, Francoise",Francoise, Vermeylen,NA,Frontiers in Psychology,2017,738
690,"Cash, Brian M.",NA,NA,NA,NA,NA,NA
691,"Ceci, Stephen J.",NA,NA,NA,NA,NA,NA
692,"Milesi, Carolina",Carolina,Milesi,female,Frontiers in Psychology,2017,741
693,"Brown, Kevin",Kevin, Brown,male,Frontiers in Psychology,2017,743
694,"Riegle-Crumb, Catherine",Catherine,Riegle-Crumb,female,Educational Researcher,2010,1334
694,"Riegle-Crumb, Catherine",Catherine,Riegle-Crumb,female,American Educational Research Journal,2012,1317
694,"Riegle-Crumb, Catherine",Catherine,Riegle-Crumb,female,Frontiers in Psychology,2017,745
694,"Riegle-Crumb, Catherine",Catherine,Riegle-Crumb,female,Sex Roles,2016,1761
695,"Morton, Karisma",Karisma, Morton,female,Frontiers in Psychology,2017,746
696,"Perez-Felkneri, Lara",Lara,Perez-Felkneri,female,Frontiers in Psychology,2017,747
697,"Nix, Samantha",Samantha, Nix,female,Frontiers in Psychology,2017,748
697,"Nix, Samantha",Samantha, Nix,female,Journal of Higher Education,2018,1270
697,"Nix, Samantha",Samantha,Nix,female,Frontiers in psychology,2015,756
698,"Thomas, Kirby",Kirby, Thomas,male,Journal of Higher Education,2018,1269
698,"Thomas, Kirby",Kirby, Thomas,male,Frontiers in psychology,2015,758
698,"Thomas, Kirby",Kirby, Thomas,male,Frontiers in Psychology,2017,749
699,"Amon, Mary J.",NA,NA,NA,NA,NA,NA
700,"Degol, Jessica",Jessica, Degol,female,Frontiers in Psychology,2015,752
700,"Degol, Jessica",Jessica, Degol,female,Developmental Review,2013,549
700,"Degol, Jessica",Jessica, Degol,female,Educational Psychology Review,2017,1616
701,"Ye, Feifei",Feifei, Ye,NA,Frontiers in Psychology,2015,753
702,"Smyth, Frederick L.",NA,NA,NA,NA,NA,NA
703,"Nosek, Brian A.",NA,NA,NA,NA,NA,NA
704,"Buse, Kathleen R.",NA,NA,NA,NA,NA,NA
705,"Crenshaw, Tanya L.",NA,NA,NA,NA,NA,NA
706,"Chambers, Erin W.",NA,NA,NA,NA,NA,NA
707,"Heeren, Cinda",Cinda, Heeren,NA,Frontiers in Psychology,2017,763
708,"Metcalf, Heather E.",NA,NA,NA,NA,NA,NA
709,"Wai, Jonathan",Jonathan, Wai,male,Frontiers in psychology,2015,766
710,"Ertl, Bernhard",Bernhard,Ertl,NA,Frontiers in Psychology,2017,767
711,"Luttenberger, Silke",Silke, Luttenberger,NA,Frontiers in Psychology,2017,768
712,"Paechter, Manuela",Manuela, Paechter,female,Frontiers in Psychology,2017,769
713,"Van Oosten, Ellen B.",NA,NA,NA,NA,NA,NA
714,"Wright, Carol",Carol, Wright,female,Harvard Educational Review,2011,779
715,"Espinosa, Lorelle L.",NA,NA,NA,NA,NA,NA
716,"Orfield, Gary",Gary, Orfield,male,Harvard Educational Review,2011,781
717,"Reyes, Marie-Elena",Marie-Elena,Reyes,NA,Harvard Educational Review,2011,783
718,"Rojas, Sina",Sina,Rojas,female,Hispanic Outlook in Higher Education Magazine,2015,784
719,"Leath, Seanna",Seanna,Leath,female,Journal of Negro Education,2018,785
720,"Chavous, Tabbye",Tabbye, Chavous,NA,Journal of Negro Education,2018,786
721,"Jackson, Dimitra L.",NA,NA,NA,NA,NA,NA
722,"Kumar, Vikas",Vikas,Kumar,male,International Journal of Information and Communication Technology Education (IJICTE),2017,790
723,"Sharma, Deepika",Deepika, Sharma,female,International Journal of Information and Communication Technology Education (IJICTE),2017,791
724,"Wasburn, Mara H.",NA,NA,NA,NA,NA,NA
725,"Whitney, Telle",Telle,Whitney,NA,Computer,2018,793
726,"Taylor, Valerie",Valerie, Taylor,female,Computer,2018,794
727,"Godbole, Rohini M.",NA,NA,NA,NA,NA,NA
728,"Joseph, Joretta",Joretta,Joseph,NA,International Journal of Doctoral Studies,2012,796
728,"Joseph, Joretta",Joretta,Joseph,NA,Sociological Research Online,2014,1550
729,"Whalen, Donald F.",NA,NA,NA,NA,NA,NA
730,"Shelley, II, Mack C.",NA,NA,NA,NA,NA,NA
731,"Rice, Delores",Delores,Rice,female,Journal of STEM Education : Innovations and Research,2014,799
732,"Alfred, Mary",Mary, Alfred,female,Journal of STEM Education : Innovations and Research,2014,800
733,"Franchetti, Matthew",Matthew,Franchetti,male,Journal of STEM Education : Innovations and Research,2010,801
734,"Ravn, Tina",Tina, Ravn,female,Journal of STEM Education : Innovations and Research,2010,802
735,"Kuntz, Vickie",Vickie, Kuntz,female,Journal of STEM Education : Innovations and Research,2010,803
736,"Gruenbacher, Don M.",NA,NA,NA,NA,NA,NA
737,"Natarajan, Balasubramaniam",Balasubramaniam, Natarajan,NA,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,805
738,"Pahwa, Anil",Anil, Pahwa,male,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,806
739,"Scoglio, Caterina",Caterina, Scoglio,female,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,807
740,"Lewis, Chris",Chris, Lewis,male,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,808
741,"Muguira, Maritza",Maritza, Muguira,female,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,809
742,"Bloor, Ann",Ann,Bloor,female,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,810
743,"Krenitsky, Loretta",Loretta, Krenitsky,female,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,811
744,"Wellenstein, Mary Jo",Mary Jo, Wellenstein,NA,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,812
745,"Crawford, Delois K.",NA,NA,NA,NA,NA,NA
746,"Dahle, R.",NA,NA,NA,NA,NA,NA
747,"Eagleston, K.",NA,NA,NA,NA,NA,NA
748,"Jockers, L.",NA,NA,NA,NA,NA,NA
749,"Claiborn, Lindsay",Lindsay,Claiborn,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,817
750,"Xu, Huan",Huan, Xu,NA,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,818
751,"Lopez-Gonzalez, Monica",Monica,Lopez-Gonzalez,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,819
752,"Matheus, Carolyn C.",NA,NA,NA,NA,NA,NA
753,"Quinn, Elizabeth",Elizabeth, Quinn,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,821
754,"Scott, A.",NA,NA,NA,NA,NA,NA
755,"Wilson, K.",NA,NA,NA,NA,NA,NA
756,"Baird, Chardie L.",NA,NA,NA,NA,NA,NA
757,"Zhu, Xiaorui",Xiaorui,Zhu,NA,IEEE Robotics and Automation Magazine,2013,827
758,"Sobel, Melissa",Melissa,Sobel,female,IEEE Technology & Society Magazine,2016,828
759,"Gilmartin, Jessica",Jessica, Gilmartin,female,IEEE Technology & Society Magazine,2016,829
760,"Sankar, Pooja",Pooja, Sankar,female,IEEE Technology & Society Magazine,2016,830
761,"Kamberi, Shahnaz",Shahnaz,Kamberi,female,Proceedings of the 7th IEEE Integrated STEM Education Conference,2017,831
762,"Randall, Ian",Ian,Randall,male,Physics World,2016,832
763,"Tunnicliffe, Helen",Helen,Tunnicliffe,female,TCE: The Chemical Engineer,2015,833
764,"Kersey, Elizabeth",Elizabeth,Kersey,female,Psychology of Mathematics & Education of North America,2016,834
765,"Otondo, Robert F.",NA,NA,NA,NA,NA,NA
766,"Pearson, Rodney A.",NA,NA,NA,NA,NA,NA
767,"Jones, Bryan",Bryan, Jones,male,Communications of the Association for Information Systems,2018,837
768,"Bott, Gregory J.",NA,NA,NA,NA,NA,NA
769,"Reese, Donna",Donna, Reese,female,Communications of the Association for Information Systems,2018,839
770,"Hodges, Julia",Julia, Hodges,female,Communications of the Association for Information Systems,2018,840
771,"Ndicu, Martin J.",NA,NA,NA,NA,NA,NA
772,"Milgram, Donna",Donna,Milgram,female,Technology and Engineering Teacher,2011,842
773,"Lewis, Jaime D.",NA,NA,NA,NA,NA,NA
774,"Fane, Kathleen E.",NA,NA,NA,NA,NA,NA
775,"Ingraham, Angela M.",NA,NA,NA,NA,NA,NA
776,"Khan, Ayesha",Ayesha, Khan,female,Journal of Medical Internet Research,2018,846
777,"Mills, Anne M.",NA,NA,NA,NA,NA,NA
778,"Pitt, Susan C.",NA,NA,NA,NA,NA,NA
779,"Ramo, Danielle",Danielle, Ramo,female,Journal of Medical Internet Research,2018,849
780,"Wu, Roseann I.",NA,NA,NA,NA,NA,NA
781,"Pollart, Susan M.",NA,NA,NA,NA,NA,NA
782,"Veinot, Tiffany C.",NA,NA,NA,NA,NA,NA
783,"Meadowbrooke, Chrysta C.",NA,NA,NA,NA,NA,NA
784,"Loveluck, Jimena",Jimena, Loveluck,female,Journal of Medical Internet Research,2013,854
785,"Hickok, Andrew",Andrew, Hickok,male,Journal of Medical Internet Research,2013,855
786,"Bauermeister, Jose A.",NA,NA,NA,NA,NA,NA
787,"Turner, Trudy R.",NA,NA,NA,NA,NA,NA
788,"Bernstein, Robin M.",NA,NA,NA,NA,NA,NA
789,"Taylor, Andrea B.",NA,NA,NA,NA,NA,NA
790,"Asangba, Abigail",Abigail, Asangba,female,American Journal of Physical Anthropology,2018,860
791,"Bekelman, Traci",Traci, Bekelman,female,American Journal of Physical Anthropology,2018,861
792,"Cramer, Jennifer D.",NA,NA,NA,NA,NA,NA
793,"Elton, Sarah",Sarah, Elton,female,American Journal of Physical Anthropology,2018,863
794,"Harvati, Katerina",Katerina, Harvati,female,American Journal of Physical Anthropology,2018,864
795,"Williams-Hatala, Erin M.",NA,NA,NA,NA,NA,NA
796,"Kauffman, Laurie",Laurie, Kauffman,female,American Journal of Physical Anthropology,2018,866
797,"Middleton, Emily",Emily, Middleton,female,American Journal of Physical Anthropology,2018,867
798,"Richtsmeier, Joan",Joan, Richtsmeier,male,American Journal of Physical Anthropology,2018,868
799,"Szathmary, Emoke",Emoke, Szathmary,NA,American Journal of Physical Anthropology,2018,869
800,"Torres-Rouff, Christina",Christina, Torres-Rouff,female,American Journal of Physical Anthropology,2018,870
801,"Thayer, Zaneta",Zaneta, Thayer,female,American Journal of Physical Anthropology,2018,871
802,"Villasenor, Amelia",Amelia, Villasenor,female,American Journal of Physical Anthropology,2018,872
803,"Vogel, Erin",Erin, Vogel,female,American Journal of Physical Anthropology,2018,873
804,"Schaefer, Mary C.",NA,NA,NA,NA,NA,NA
805,"Dugan, John P.",NA,NA,NA,NA,NA,NA
806,"Fath, Kimberly Q.",NA,NA,NA,NA,NA,NA
807,"Howes, Shannon D.",NA,NA,NA,NA,NA,NA
808,"Lavelle, Kathryn R.",NA,NA,NA,NA,NA,NA
809,"Polanin, Joshua R.",NA,NA,NA,NA,NA,NA
810,"Smith, Janet M.",NA,NA,NA,NA,NA,NA
811,"Ko, Lily T.",NA,NA,NA,NA,NA,NA
812,"Carpi, Anthony",Anthony,Carpi,male,Journal of Research in Science Teaching,2017,883
813,"Ronan, Darcy M.",NA,NA,NA,NA,NA,NA
814,"Falconer, Heather M.",NA,NA,NA,NA,NA,NA
815,"Lents, Nathan H.",NA,NA,NA,NA,NA,NA
816,"Simon, Richard M.",NA,NA,NA,NA,NA,NA
817,"Wagner, Ashley",Ashley, Wagner,female,Journal of Research in Science Teaching,2016,888
818,"Killion, Brooke",Brooke, Killion,female,Journal of Research in Science Teaching,2016,889
819,"Wilson, Rachel E.",NA,NA,NA,NA,NA,NA
820,"Kittleson, Julie",Julie, Kittleson,female,Journal of Research in Science Teaching,2013,891
821,"Means, Barbara",Barbara,Means,female,Journal of Research in Science Teaching,2016,892
822,"Wang, Haiwen",Haiwen, Wang,NA,Journal of Research in Science Teaching,2016,893
823,"Young, Viki",Viki, Young,NA,Journal of Research in Science Teaching,2016,894
824,"Peters, Vanessa L.",NA,NA,NA,NA,NA,NA
825,"Lynch, Sharon J.",NA,NA,NA,NA,NA,NA
826,"Morton, Terrell R.",NA,NA,NA,NA,NA,NA
827,"Parsons, Eileen C.",NA,NA,NA,NA,NA,NA
828,"Morales, Danielle X.",NA,NA,NA,NA,NA,NA
829,"Grineski, Sara E.",NA,NA,NA,NA,NA,NA
830,"Collins, Timothy W.",NA,NA,NA,NA,NA,NA
831,"Patall, Erika A.",NA,NA,NA,NA,NA,NA
832,"Steingut, Rebecca R.",NA,NA,NA,NA,NA,NA
833,"Freeman, Jen L.",NA,NA,NA,NA,NA,NA
834,"Pituch, Keenan A.",NA,NA,NA,NA,NA,NA
835,"Vasquez, Ariana C.",NA,NA,NA,NA,NA,NA
836,"Cannady, Matthew A.",NA,NA,NA,NA,NA,NA
837,"Greenwald, Eric",Eric, Greenwald,male,Science Education,2014,910
838,"Harris, Kimberly N.",NA,NA,NA,NA,NA,NA
839,"Sadler, Philip M.",NA,NA,NA,NA,NA,NA
840,"Hazari, Zahra",Zahra,Hazari,female,Journal of College Science Teaching,2013,1046
840,"Hazari, Zahra",Zahra, Hazari,female,Science Education,2012,914
841,"Tai, Robert",Robert, Tai,male,Journal of chemical education,2012,33
841,"Tai, Robert",Robert, Tai,male,Science Education,2011,908
841,"Tai, Robert",Robert, Tai,male,College Student Journal,2010,1103
841,"Tai, Robert",Robert, Tai,male,Journal of chemical education,2014,40
841,"Tai, Robert",Robert, Tai,male,Science Education,2012,915
842,"Melki, Christina S.",NA,NA,NA,NA,NA,NA
843,"Wiebke, Heidi L.",NA,NA,NA,NA,NA,NA
844,"Von Thaden, Terry L.",NA,NA,NA,NA,NA,NA
845,"Beekman, John A.",NA,NA,NA,NA,NA,NA
846,"Ober, David",David, Ober,male,School Science and Mathematics,2015,921
847,"Redmond-Sanogo, Adrienne",Adrienne,Redmond-Sanogo,female,School Science and Mathematics,2016,922
848,"Angle, Julie",Julie, Angle,female,School Science and Mathematics,2016,923
849,"Davis, Evan",Evan, Davis,male,School Science and Mathematics,2016,924
850,"Skolnik, Julia",Julia,Skolnik,female,Science & Education,2015,925
851,"Baker, Kelly J.",NA,NA,NA,NA,NA,NA
852,"Mutahi, Teresa",Teresa,Mutahi,female,Women in Higher Education,2016,927
853,"Santovec, Mary Lou",Mary Lou,Santovec,NA,Women in Higher Education,2014,928
854,"Starobin, Soko S.",NA,NA,NA,NA,NA,NA
855,"Bivens, Glennda M.",NA,NA,NA,NA,NA,NA
856,"Mack, Kelly",Kelly,Mack,female,New Directions for Higher Education,2013,931
857,"Woodson, Kamilah",Kamilah, Woodson,female,Review of Research in Education,2018,1524
857,"Woodson, Kamilah",Kamilah, Woodson,female,New Directions for Higher Education,2013,933
858,"Ruiz, Elsa C.",NA,NA,NA,NA,NA,NA
859,"Dawson, Amy E.",NA,NA,NA,NA,NA,NA
860,"Bernstein, Bianca L.",NA,NA,NA,NA,NA,NA
861,"Bekki, Jennifer M.",NA,NA,NA,NA,NA,NA
862,"Laanan, Frankie S.",NA,NA,NA,NA,NA,NA
863,"Gayles, Joy G.",NA,NA,NA,NA,NA,NA
864,"Ampaw, Frim D.",NA,NA,NA,NA,NA,NA
865,"Inkelas, Karen K.",NA,NA,NA,NA,NA,NA
866,"Shapiro, Casey A.",NA,NA,NA,NA,NA,NA
867,"Nassar-McMillan, Sylvia",Sylvia,Nassar-McMillan,female,New Directions for Institutional Research,2011,946
868,"Wyer, Mary",Mary, Wyer,female,New Directions for Institutional Research,2011,947
869,"Oliver-Hoyo, Maria",Maria, Oliver-Hoyo,female,New Directions for Institutional Research,2011,948
870,"Schneider, Jennifer",Jennifer, Schneider,female,New Directions for Institutional Research,2011,949
871,"Johnson, Dawn R.",NA,NA,NA,NA,NA,NA
872,"Linley, Jodi L.",NA,NA,NA,NA,NA,NA
873,"George-Jackson, Casey",Casey, George-Jackson,male,New Directions for Student Services,2013,954
873,"George-Jackson, Casey",Casey, George-Jackson,male,Journal of College Student Development,2016,1857
873,"George-Jackson, Casey",Casey, George-Jackson,male,"Journal of College Student Retention: Research, Theory and Practice",2018,1407
873,"George-Jackson, Casey",Casey,George-Jackson,male,Journal of Women and Minorities in Science and Engineering,2011,415
873,"George-Jackson, Casey",Casey,George-Jackson,male,NASPA Journal About Women in Higher Education,2014,1294
874,"Gnilka, Philip B.",NA,NA,NA,NA,NA,NA
875,"Novakovic, Alexandra",Alexandra, Novakovic,female,Journal of Counseling and Development,2017,956
876,"Blair, Elizabeth E.",NA,NA,NA,NA,NA,NA
877,"Miller, Rebecca B.",NA,NA,NA,NA,NA,NA
878,"Zastavker, Yevgeniya V.",NA,NA,NA,NA,NA,NA
879,"Brawner, Catherine E.",NA,NA,NA,NA,NA,NA
880,"Camacho, Michelle M.",NA,NA,NA,NA,NA,NA
881,"Lord, Susan M.",NA,NA,NA,NA,NA,NA
882,"Long, Russell A.",NA,NA,NA,NA,NA,NA
883,"Ohland, Matthew W.",NA,NA,NA,NA,NA,NA
884,"Brand, Brenda",Brenda,Brand,female,Insights on Learning Disabilities,2014,966
885,"Kasarda, Mary",Mary, Kasarda,female,Insights on Learning Disabilities,2014,967
886,"Thornbush, Mary",Mary,Thornbush,female,International Journal of Environmental Research and Public Health,2016,968
887,"Smith, Kathleen N.",NA,NA,NA,NA,NA,NA
888,"Sarathchandra, Dilshani",Dilshani,Sarathchandra,NA,Social Sciences,2018,971
889,"Haltinner, Kristin",Kristin, Haltinner,female,Social Sciences,2018,972
890,"Lichtenberg, Nicole",Nicole, Lichtenberg,female,Social Sciences,2018,973
891,"Tracy, Hailee",Hailee, Tracy,female,Social Sciences,2018,974
892,"Smith, Kristin",Kristin,Smith,female,Cell Stem Cell,2015,447
892,"Smith, Kristin",Kristin, Smith,female,Social Sciences,2017,977
892,"Smith, Kristin",Kristin, Smith,female,Cell Stem Cell,2015,475
893,"Cabay, Marilyn.",Marilyn.,Cabay,NA,Social Sciences,2018,978
894,"Rivers, Melissa",Melissa, Rivers,female,Social Sciences,2018,980
895,"Fabert, Natalie",Natalie, Fabert,female,Social Sciences,2018,981
896,"Misra, Joya",Joya,Misra,female,Social Sciences,2017,982
897,"Smith-Doerr, Laurel",Laurel, Smith-Doerr,female,Social Sciences,2017,983
898,"Weaver, Gabriela",Gabriela, Weaver,female,Social Sciences,2017,985
899,"Normanly, Jennifer",Jennifer, Normanly,female,Social Sciences,2017,986
900,"Verdin, Dina",Dina,Verdin,female,Social Sciences,2018,987
901,"Kirn, Adam",Adam, Kirn,male,Social Sciences,2018,989
902,"Benson, Lisa",Lisa, Benson,female,Social Sciences,2018,990
903,"Potvin, Geoff",Geoff, Potvin,NA,Social Sciences,2018,991
904,"Ma, Yingyi",Yingyi,Ma,NA,Social Science Quarterly,2011,1957
904,"Ma, Yingyi",Yingyi,Ma,NA,Social Sciences,2017,992
905,"Liu, Yan",Yan, Liu,male,Social Sciences,2017,993
906,"Shauman, Kimberlee A.",NA,NA,NA,NA,NA,NA
907,"Lopez, Cristina M.",NA,NA,NA,NA,NA,NA
908,"Margherio, Cara",Cara, Margherio,female,Social Sciences,2018,996
909,"Abraham-Hilaire, Latecia M.",NA,NA,NA,NA,NA,NA
910,"Feghali-Bostwick, Carol",Carol, Feghali-Bostwick,female,Social Sciences,2018,998
911,"Blair-Loy, Mary",Mary,Blair-Loy,female,Social Sciences,2017,999
911,"Blair-Loy, Mary",Mary, Blair-Loy,female,American Journal of Cultural Sociology,2018,1097
912,"Rogers, Laura E.",NA,NA,NA,NA,NA,NA
913,"Glaser, Daniela",Daniela, Glaser,female,Social Sciences,2017,1001
914,"Wong, Y. L. Anne",Y. L. Anne, Wong,NA,Social Sciences,2017,1002
915,"Abraham, Danielle",Danielle, Abraham,female,Social Sciences,2017,1003
916,"Cosman, Pamela C.",NA,NA,NA,NA,NA,NA
917,"Weisgram, Erika S.",NA,NA,NA,NA,NA,NA
918,"Banchefsky, Sarah M.",NA,NA,NA,NA,NA,NA
919,"Thébaud, Sarah",Sarah,Thébaud,female,Social Sciences,2018,1009
920,"Charles, Maria",Maria, Charles,female,Social Sciences,2018,1010
921,"Garr-Schultz, Alexandra",Alexandra,Garr-Schultz,female,Social Sciences,2018,1011
922,"Gardner, Wendi L.",NA,NA,NA,NA,NA,NA
923,"Dresden, Brooke E.",NA,NA,NA,NA,NA,NA
924,"Dresden, Alexander Y.",NA,NA,NA,NA,NA,NA
925,"Ridge, Robert D.",NA,NA,NA,NA,NA,NA
