author,fname,lname,gender,pubtitle,date,id,pubtype
"Adams, Glenn",Glenn, Adams,male,Social Psychology of Education,2015,1833,journal
"Adams, Glenn",Glenn, Adams,male,Cultural diversity & ethnic minority psychology,2014,78,journal
"Bivens, Glennda",Glennda, Bivens,NA,New Directions for Community Colleges,2014,930,journal
"Lim, Gloria",Gloria, Lim,female,Physical Review Physics Education Research,2016,68,journal
"Lim, Gloria",Gloria, Lim,female,Journal of Higher Education,2017,1265,journal
"Segovia, Gloria",Gloria, Segovia,female,Applied Developmental Science,2018,1106,journal
"Vunjak-Novakovic, Gordana",Gordana, Vunjak-Novakovic,NA,Cell Stem Cell,2015,477,journal
"Silva, Graziela Miot da",Graziela Miot da, Silva,NA,Palgrave Communications,2018,1595,journal
"Wolniak, Gregory",Gregory, Wolniak,male,Teachers College Record,2013,497,journal
"Bott, Gregory",Gregory, Bott,male,Communications of the Association for Information Systems,2018,838,journal
"Lewis, Gregory",Gregory, Lewis,male,Social Science Journal,2011,673,journal
"Wolniak, Gregory",Gregory, Wolniak,male,Research in Higher Education,2012,1735,journal
"Chang, Gregory",Gregory, Chang,male,Clinical Imaging,2018,514,journal
"Walton, Gregory",Gregory,Walton,male,Journal of educational psychology,2015,152,journal
"Bauer, Greta",Greta,Bauer,female,BMC Public Health,2015,438,journal
"Soncuya, Gretchen",Gretchen, Soncuya,female,Psychology of Women Quarterly,2013,1513,journal
"Villalobos, Guillermo",Guillermo, Villalobos,male,Social Psychology of Education,2015,1834,journal
"Sarseke, Gulnar",Gulnar,Sarseke,NA,NASPA Journal About Women in Higher Education,2018,1295,journal
"Tracy, Hailee",Hailee, Tracy,female,Social Sciences,2018,974,journal
"Wang, Haiwen",Haiwen, Wang,NA,Journal of Research in Science Teaching,2016,893,journal
"Shepherd, Hana",Hana,Shepherd,female,Social psychology quarterly,2015,1545,journal
"Lee, Hang-Shim",Hang-Shim,Lee,NA,Journal of vocational behavior,2015,591,journal
"Whang, Hannah",Hannah, Whang,female,Research in Higher Education,2016,1741,journal
"Power, Hannah",Hannah, Power,female,Palgrave Communications,2018,1597,journal
"Whang, Hannah",Hannah, Whang,female,Research in Higher Education,2015,1715,journal
"Ribeiro, Haroldo",Haroldo, Ribeiro,NA,PLoS Biology,2016,1122,journal
"Falconer, Heather",Heather, Falconer,female,Journal of Research in Science Teaching,2017,885,journal
"Metcalf, Heather",Heather,Metcalf,female,Nature Human Behaviour,2018,1049,journal
"Rowan-Kenyon, Heather",Heather, Rowan-Kenyon,female,Journal of Higher Education,2012,1278,journal
"Thiry, Heather",Heather, Thiry,female,Bulletin of the American Meteorological Society,2013,55,journal
"Metcalf, Heather",Heather, Metcalf,female,Frontiers in Psychology,2017,764,journal
"Gauder, Heidi",Heidi,Gauder,female,Reference Services Review,2012,708,journal
"Julien, Heidi",Heidi,Julien,female,Library & Information Science Research,2009,647,journal
"Blackburn, Heidi",Heidi,Blackburn,female,Science & Technology Libraries,2017,1298,journal
"Wiebke, Heidi",Heidi, Wiebke,female,Science Education,2014,918,journal
"Stoeger, Heidrun",Heidrun,Stoeger,NA,Annals of the New York Academy of Sciences,2016,1889,journal
"Stoeger, Heidrun",Heidrun,Stoeger,NA,Computers & Education,2013,525,journal
"Daldrup-Link, Heike",Heike,Daldrup-Link,NA,Molecular Imaging and Biology,2017,1707,journal
"Morgan, Helen",Helen, Morgan,female,Learning Communities: Research & Practice,2016,713,journal
"Tunnicliffe, Helen",Helen,Tunnicliffe,female,TCE: The Chemical Engineer,2015,833,journal
"Rabasco, Helena",Helena, Rabasco,female,Sex Roles,2018,1767,journal
"Watt, Hellen M.",Hellen M.,Watt,NA,Sex Roles,2017,1775,journal
"Friedman, Hershey",Hershey, Friedman,NA,Journal of Research in Gender Studies,2018,6,journal
"Zimmerman, Hilary",Hilary, Zimmerman,female,Computer Science Education,2017,1222,journal
"Zimmerman, Hilary",Hilary, Zimmerman,female,Journal of Higher Education,2017,1267,journal
"Geber, Hilary",Hilary,Geber,female,International Journal of Evidence Based Coaching & Mentoring,2011,1053,journal
"Koishi, Hirofumi",Hirofumi, Koishi,NA,Sex Roles,2008,1820,journal
"Dolliver, Holly",Holly, Dolliver,female,Soil Science Society of America Journal,2018,1580,journal
"Zarghamee, Homa",Homa, Zarghamee,NA,Experimental Economics,2016,1621,journal
"Chan, Hsun-yu",Hsun-yu, Chan,NA,Frontiers in Psychology,2017,720,journal
"Xu, Huan",Huan, Xu,NA,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,818,journal
"Sheu, Hung-Bin",Hung-Bin, Sheu,NA,Journal of Counseling Psychology,2018,99,journal
"Johari, Husna",Husna, Johari,female,Procedia Economics and Finance,2016,657,journal
"Le, Huy",Huy,Le,male,Journal of vocational behavior,2016,595,journal
"Kim, Hwaheun",Hwaheun, Kim,NA,Sex Roles,2017,1772,journal
"Jang, Hyewon",Hyewon,Jang,NA,Journal of Science Education and Technology,2016,1680,journal
"Handley, Ian",Ian, Handley,male,Bioscience,2015,1073,journal
"Handley, Ian",Ian, Handley,male,Journal of Diversity in Higher Education,2017,113,journal
"Randall, Ian",Ian,Randall,male,Physics World,2016,832,journal
"Ngambeki, Ida",Ida, Ngambeki,female,Motivation and Emotion,2012,1711,journal
"Shelley, II",II, Shelley,NA,Journal of STEM Education : Innovations and Research,2010,798,journal
"Pollack, Ilana",Ilana, Pollack,female,PLoS ONE,2017,1147,journal
"Yoon, Ilmi",Ilmi, Yoon,NA,ACM Conference on Innovation and Technology in Computer Science Education,2018,345,journal
"Johnson, India",India, Johnson,female,Psychology of Women Quarterly,2018,1503,journal
"Johnson, India",India, Johnson,female,Journal of experimental social psychology,2018,589,journal
"Weigold, Ingrid",Ingrid, Weigold,female,Journal of vocational behavior,2017,638,journal
"Berdousis, Ioannis",Ioannis,Berdousis,male,Procedia - Social and Behavioral Sciences,2015,651,journal
"Delgado-Fernandez, Irene",Irene, Delgado-Fernandez,female,Palgrave Communications,2018,1592,journal
"Nikiforova, Irina",Irina, Nikiforova,female,Gender & Society,2011,1348,journal
"Warner, Isiah",Isiah, Warner,male,Journal of chemical education,2014,38,journal
"Settles, Isis",Isis,Settles,female,Psychology of Women Quarterly,2016,1474,journal
"Diaz, Ismael",Ismael, Diaz,male,Journal of Women and Minorities in Science and Engineering,2017,390,journal
"Saadin, Izmayani",Izmayani,Saadin,NA,Procedia Economics and Finance,2016,655,journal
"Haynes, J. Chris",J. Chris, Haynes,NA,Journal of Agricultural Education,2015,13,journal
"Jackson, J. Kasi",J. Kasi, Jackson,NA,Innovative Higher Education,2016,1606,journal
"Jackson, J. Kasi",J. Kasi, Jackson,NA,Journal of Baltic Science Education,2010,1560,journal
"Cundiff, J.L.",J.L.,Cundiff,NA,Group Processes and Intergroup Relations,2018,1354,journal
"Hibel, Jacob",Jacob, Hibel,male,Research in Social Stratification and Mobility,2015,660,journal
"Westfall, Jacob",Jacob, Westfall,male,Sex Roles,2016,1752,journal
"Chen, Jacqueline",Jacqueline,Chen,female,Group Processes & Intergroup Relations,2015,1350,journal
"Hyman, Jacqueline",Jacqueline, Hyman,female,Journal of Vocational Behavior,2018,618,journal
"Tanaka, Jacqueline",Jacqueline, Tanaka,female,Contemporary Educational Psychology,2013,539,journal
"Ball, Jacqueline",Jacqueline, Ball,female,Journal of Career Assessment,2012,1386,journal
"Eccles, Jacquelynne",Jacquelynne,Eccles,NA,International Journal of Behavioral Development,2016,1366,journal
"Eccles, Jacquelynne",Jacquelynne, Eccles,NA,Psychological Science,2013,1455,journal
"Eccles, Jacquelynne",Jacquelynne, Eccles,NA,Journal of Vocational Behavior,2018,611,journal
"Lewis, Jaime",Jaime,Lewis,male,Journal of Medical Internet Research,2018,843,journal
"Lester, Jaime",Jaime,Lester,male,Community College Journal of Research & Practice,2016,1203,journal
"Pyne, Jake",Jake, Pyne,male,BMC Public Health,2015,440,journal
"Lewis, Jakeem",Jakeem, Lewis,male,Journal of vocational behavior,2017,604,journal
"Codling, James",James, Codling,male,JCOM: Journal of Science Communication,2009,1564,journal
"Kim, James",James, Kim,male,Journal of Career Development,2013,1397,journal
"Rounds, James",James, Rounds,male,Frontiers in Psychology,2015,724,journal
"Koch, James",James,Koch,male,Journal of Economics and Finance,2018,1608,journal
"Gordon, James",James, Gordon,male,Advances in Physiology Education,2014,73,journal
"West, James",James, West,male,Quarterly Journal of Economics,2010,1082,journal
"Cano, Jamie",Jamie, Cano,female,Journal of Agricultural Education,2011,22,journal
"Shaffer, Jamie",Jamie, Shaffer,female,Journal of Women and Minorities in Science and Engineering,2015,380,journal
"Speer, Jamin",Jamin, Speer,male,Economics Letters,2018,551,journal
"Stets, Jan",Jan,Stets,male,Social science research,2017,681,journal
"Stout, Jane",Jane,Stout,female,Journal of personality and social psychology,2011,169,journal
"Andrews, Jane",Jane,Andrews,female,International Journal of Engineering Education,2016,492,journal
"Liu, Jane",Jane, Liu,female,Journal of vocational behavior,2013,632,journal
"Stout, Jane",Jane,Stout,female,Sex Roles,2016,1768,journal
"Stout, Jane",Jane, Stout,female,Psychology of Women Quarterly,2017,1485,journal
"Friedman, Jane",Jane, Friedman,female,PRIMUS,2018,1849,journal
"Gagnon, Janelle",Janelle, Gagnon,female,Community College Journal of Research & Practice,2012,1207,journal
"Gagnon, Janelle",Janelle, Gagnon,female,Journal of Women and Minorities in Science and Engineering,2011,434,journal
"Gagnon, Janelle",Janelle, Gagnon,female,Journal of Women and Minorities in Science and Engineering,2011,429,journal
"Malley, Janet",Janet, Malley,female,Journal of Women and Minorities in Science and Engineering,2016,396,journal
"Smith, Janet",Janet, Smith,female,Journal of Research in Science Teaching,2018,881,journal
"Hyde, Janet",Janet, Hyde,female,Sex Roles,2017,1776,journal
"Johnson, Japera",Japera, Johnson,NA,Higher Education,2015,1628,journal
"Cala, Jaqueline",Jaqueline, Cala,female,PLoS ONE,2018,1163,journal
"Hyman, Jaquieline",Jaquieline, Hyman,NA,Journal of Vocational Behavior,2018,1962,journal
"Nettiksimmons, Jasmine",Jasmine, Nettiksimmons,female,Journal of Women's Health,2011,1024,journal
"Jovanovic, Jasna",Jasna, Jovanovic,NA,Journal of Women and Minorities in Science and Engineering,2015,410,journal
"Jovanovic, Jasna",Jasna, Jovanovic,NA,Journal of Diversity in Higher Education,2017,134,journal
"Garvey, Jason",Jason, Garvey,male,Journal of Higher Education,2012,1280,journal
"Nissen, Jayson",Jayson,Nissen,male,Physical Review Physics Education Research,2016,62,journal
"Kromrey, Jeffrey",Jeffrey, Kromrey,male,Journal of Science Education and Technology,2016,1690,journal
"Mervis, Jeffrey",Jeffrey,Mervis,male,Science,2011,27,journal
"Valla, Jeffrey",Jeffrey,Valla,male,Perspectives on Psychological Science,2014,1450,journal
"Ashby, Jeffrey",Jeffrey, Ashby,male,Journal of Counseling Psychology,2015,97,journal
"Valla, Jeffrey",Jeffrey,Valla,male,Journal of Women and Minorities in Science and Engineering,2012,392,journal
"DeWitt, Jen",Jen, DeWitt,male,Sex Roles,2017,1792,journal
"Freeman, Jen",Jen, Freeman,male,Science Education,2018,904,journal
"Shapiro, Jenessa",Jenessa,Shapiro,female,Sex Roles,2012,1802,journal
"Hart, Jeni",Jeni,Hart,NA,Journal of Higher Education,2016,1273,journal
"Bratter, Jenifer",Jenifer, Bratter,female,"Gender, Work and Organization",2017,1917,journal
"Cambria, Jenna",Jenna, Cambria,female,Journal of educational psychology,2017,140,journal
"Carpenter, Jenna",Jenna, Carpenter,female,Career Development Quarterly,2014,1899,journal
"Peach, Jennifer",Jennifer, Peach,female,Journal of educational psychology,2015,153,journal
"Yu, Jennifer",Jennifer, Yu,female,Journal of Autism and Developmental Disorders,2013,1651,journal
"Normanly, Jennifer",Jennifer, Normanly,female,Social Sciences,2017,986,journal
"Batra, Jennifer",Jennifer, Batra,female,Journal of Women and Minorities in Science and Engineering,2018,403,journal
"Petersen, Jennifer",Jennifer, Petersen,female,Sex Roles,2017,1777,journal
"Bekki, Jennifer",Jennifer, Bekki,female,New Directions for Higher Education,2015,937,journal
"Bosson, Jennifer",Jennifer, Bosson,female,Psychology of Women Quarterly,2018,1494,journal
"Grossman, Jennifer",Jennifer,Grossman,female,Urban Education,2014,1551,journal
"Schneider, Jennifer",Jennifer, Schneider,female,New Directions for Institutional Research,2011,949,journal
"Cramer, Jennifer",Jennifer, Cramer,female,American Journal of Physical Anthropology,2018,862,journal
"Drew, Jennifer",Jennifer,Drew,female,CBE Life Sciences Education,2016,180,journal
"Daniel, Jennifer",Jennifer, Daniel,female,Journal of Science Education and Technology,2016,1669,journal
"Maltby, Jennifer",Jennifer,Maltby,female,Learning Communities: Research & Practice,2016,710,journal
"Glass, Jennifer",Jennifer,Glass,female,Social Forces,2013,1092,journal
"Glass, Jennifer",Jennifer, Glass,female,Social science research,2017,678,journal
"Batra, Jennifer",Jennifer, Batra,female,Management Communication Quarterly,2015,1424,journal
"Bekki, Jennifer",Jennifer, Bekki,female,Journal of Career Assessment,2015,1383,journal
"Saucerman, Jennifer",Jennifer,Saucerman,female,Adultspan Journal,2014,1884,journal
"Cribbs, Jennifer",Jennifer, Cribbs,female,International Journal of Science Education,2018,1241,journal
"Cromley, Jennifer",Jennifer,Cromley,female,Contemporary Educational Psychology,2013,536,journal
"LaCosse, Jennifer",Jennifer,LaCosse,female,Psychology of Women Quarterly,2016,1506,journal
"DeWitt, Jennifer.",Jennifer., DeWitt,NA,American Educational Research Journal,2017,1315,journal
"Jones, Jenny",Jenny,Jones,female,Civil Engineering,2010,1557,journal
"Jackson, Jerlando F.",Jerlando F., Jackson,NA,Journal of Diversity in Higher Education,2014,125,journal
"Jacobs, Jerry",Jerry, Jacobs,male,Research in Higher Education,2016,1740,journal
"Jacobs, Jerry",Jerry, Jacobs,male,Journal of Higher Education,2017,1263,journal
"Smith, Jessi",Jessi,Smith,female,Bioscience,2017,1067,journal
"Smith, Jessi",Jessi, Smith,female,Psychology of Women Quarterly,2013,1511,journal
"Smith, Jessi",Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1441,journal
"Smith, Jessi",Jessi, Smith,female,Journal of Diversity in Higher Education,2017,108,journal
"Smith, Jessi",Jessi, Smith,female,Career Development Quarterly,2014,1897,journal
"Smith, Jessi",Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,81,journal
"Smith, Jessi",Jessi,Smith,female,Bioscience,2015,1072,journal
"Gilmartin, Jessica",Jessica, Gilmartin,female,IEEE Technology & Society Magazine,2016,829,journal
"Crowe, Jessica",Jessica,Crowe,female,Rural Sociology,2009,1305,journal
"Heybach, Jessica",Jessica,Heybach,female,Educational Studies,2017,1227,journal
"Prenni, Jessica",Jessica, Prenni,female,Journal of the American Society for Mass Spectrometry,2017,1705,journal
"Whitehead, Jessica",Jessica, Whitehead,female,Social Psychological and Personality Science,2011,1541,journal
"Fautch, Jessica",Jessica, Fautch,female,Journal of chemical education,2015,42,journal
"Bennett, Jessica",Jessica, Bennett,female,PLoS ONE,2014,1131,journal
"Ellis, Jessica",Jessica,Ellis,female,PLoS ONE,2016,1180,journal
"Degol, Jessica",Jessica, Degol,female,Frontiers in Psychology,2015,752,journal
"Goldberger, Jessica",Jessica, Goldberger,female,Rural Sociology,2009,1306,journal
"Degol, Jessica",Jessica, Degol,female,Developmental Review,2013,549,journal
"Bodford, Jessica",Jessica, Bodford,female,Basic & Applied Social Psychology,2016,1110,journal
"Arizaga, Jessica",Jessica, Arizaga,female,Psychology of Women Quarterly,2013,1510,journal
"Degol, Jessica",Jessica, Degol,female,Educational Psychology Review,2017,1616,journal
"Minney, Jessy",Jessy, Minney,male,Sex Roles,2015,1816,journal
"Bystydzienski, Jill",Jill, Bystydzienski,female,Innovative Higher Education,2015,1603,journal
"Bennett, Jill",Jill, Bennett,female,Psychology of Women Quarterly,2016,1508,journal
"Loveluck, Jimena",Jimena, Loveluck,female,Journal of Medical Internet Research,2013,854,journal
"Shin, Jiyun E.",Jiyun E.,Shin,NA,Journal of Applied Social Psychology,2016,1930,journal
"Handelsman, Jo",Jo, Handelsman,female,Journal of Experimental Psychology: Applied,2018,163,journal
"Herbers, Joan",Joan, Herbers,male,Peer Review,2014,360,journal
"Barth, Joan",Joan,Barth,male,Sex Roles,2015,1812,journal
"Barth, Joan",Joan, Barth,male,Journal of vocational behavior,2015,609,journal
"Barth, Joan",Joan,Barth,male,Sex Roles,2016,1795,journal
"Esson, Joan",Joan, Esson,male,International Journal of Science Education,2018,1245,journal
"Williams, Joan",Joan,Williams,male,Journal of Research in Gender Studies,2016,7,journal
"Barth, Joan",Joan,Barth,male,Sex Roles,2017,1771,journal
"Richtsmeier, Joan",Joan, Richtsmeier,male,American Journal of Physical Anthropology,2018,868,journal
"Gilmore, Joanna",Joanna, Gilmore,female,Council on Undergraduate Research Quarterly,2011,489,journal
"Jezierska, Joanna",Joanna,Jezierska,female,Techniques,2016,343,journal
"Moreira, João A.",João A., Moreira,NA,PLoS Biology,2016,1120,journal
"Linley, Jodi",Jodi,Linley,female,New Directions for Student Services,2013,953,journal
"Forrest, John",John, Forrest,male,Academic Medicine,2018,368,journal
"Siy, John",John, Siy,male,Social Psychological and Personality Science,2011,1536,journal
"Ifcher, John",John,Ifcher,male,Experimental Economics,2016,1620,journal
"McGready, John",John, McGready,male,PLoS ONE,2014,1130,journal
"Settlage, John",John, Settlage,male,International Journal of Science and Mathematics Education,2016,1635,journal
"Beekman, John",John,Beekman,male,School Science and Mathematics,2015,920,journal
"Siy, John",John, Siy,male,Psychological Inquiry,2011,1115,journal
"Dovidio, John",John, Dovidio,male,Journal of Experimental Psychology: Applied,2018,160,journal
"Jorstad, John",John,Jorstad,male,Community College Journal of Research & Practice,2017,1209,journal
"Dugan, John",John,Dugan,male,Journal of Leadership Studies,2013,875,journal
"Gratch, Jonathan",Jonathan, Gratch,male,Computers & Education,2016,520,journal
"Wai, Jonathan",Jonathan, Wai,male,Frontiers in psychology,2015,766,journal
"Shemwell, Jonathan",Jonathan, Shemwell,male,Physical Review Physics Education Research,2016,63,journal
"Berhanu, Jonathan",Jonathan, Berhanu,male,Journal of Diversity in Higher Education,2014,126,journal
"Hahm, Jong-on",Jong-on, Hahm,NA,Review of Policy Research,2009,1950,journal
"Hopkins, Jordan",Jordan, Hopkins,male,Journal of Higher Education,2018,1271,journal
"Vossen, Jordan",Jordan, Vossen,male,Sex Roles,2018,1758,journal
"Troisi, Jordan",Jordan, Troisi,male,Journal of Applied Social Psychology,2016,1928,journal
"Troisi, Jordan",Jordan, Troisi,male,Personality and Social Psychology Bulletin,2011,1430,journal
"Duch, Jordi",Jordi, Duch,male,PLoS Biology,2016,1118,journal
"Joseph, Joretta",Joretta,Joseph,NA,International Journal of Doctoral Studies,2012,796,journal
"Joseph, Joretta",Joretta,Joseph,NA,Sociological Research Online,2014,1550,journal
"Blackorby, Jose",Jose, Blackorby,male,Journal of Autism and Developmental Disorders,2013,1654,journal
"Bauermeister, Jose",Jose, Bauermeister,male,Journal of Medical Internet Research,2013,856,journal
"Peña, José Vicente",José Vicente, Peña,NA,Journal of vocational behavior,2013,607,journal
"Cimpian, Joseph",Joseph, Cimpian,male,American Educational Research Journal,2018,1310,journal
"Weaver, Joseph",Joseph, Weaver,male,PLoS ONE,2018,1177,journal
"King, Joseph",Joseph,King,male,Academic Medicine,2018,366,journal
"Berger, Joseph",Joseph, Berger,male,Journal of Technology Education,2008,1881,journal
"Kruger, Joseph",Joseph, Kruger,male,Journal of Science Education and Technology,2016,1670,journal
"Harsh, Joseph",Joseph,Harsh,male,Journal of chemical education,2012,31,journal
"Price, Joshua",Joshua,Price,male,Economics of Education Review,2010,560,journal
"Polanin, Joshua",Joshua, Polanin,male,Journal of Leadership Studies,2013,879,journal
"Coon, Joshua",Joshua, Coon,male,Journal of the American Society for Mass Spectrometry,2017,1706,journal
"Steffan, Joshua",Joshua, Steffan,male,Soil Science Society of America Journal,2018,1582,journal
"Rosenbloom, Joshua",Joshua,Rosenbloom,male,Journal of Economic Psychology,2008,575,journal
"Gayles, Joy",Joy, Gayles,female,Social Sciences,2018,970,journal
"Honea, Joy",Joy, Honea,female,Journal of Diversity in Higher Education,2017,109,journal
"Gayles, Joy",Joy,Gayles,female,New Directions for Institutional Research,2011,941,journal
"Gayles, Joy",Joy,Gayles,female,Journal of Higher Education,2014,1282,journal
"Misra, Joya",Joya,Misra,female,Social Sciences,2017,982,journal
"Ehrlinger, Joyce",Joyce,Ehrlinger,female,Sex Roles,2018,1755,journal
"Yen, Joyce",Joyce, Yen,female,Journal of Technology Transfer,2017,1699,journal
"Yen, Joyce",Joyce,Yen,female,Journal of Women and Minorities in Science and Engineering,2007,419,journal
"Moakler, Jr",Jr,Moakler,male,Career Development Quarterly,2014,1900,journal
"Gore, Jr",Jr, Gore,male,Journal of Career Assessment,2013,1377,journal
"Gibbs, Jr",Jr,Gibbs,male,PLoS ONE,2014,1129,journal
"Grosser, Jude",Jude, Grosser,male,Scientia Horticulturae,2018,669,journal
"Mann, Judith",Judith, Mann,female,Journal of Science Education and Technology,2016,1671,journal
"Danovitch, Judith",Judith, Danovitch,female,International Review of Social Psychology,2014,1866,journal
"Harackiewicz, Judith",Judith, Harackiewicz,female,Sex Roles,2017,1780,journal
"Sheard, Judy",Judy,Sheard,female,Computer Science Education,2010,1217,journal
"Hodges, Julia",Julia, Hodges,female,Communications of the Association for Information Systems,2018,840,journal
"Melkers, Julia",Julia, Melkers,female,Science Technology and Human Values,2018,1529,journal
"Savoy, Julia",Julia, Savoy,female,CBE Life Sciences Education,2018,198,journal
"Bear, Julia",Julia,Bear,female,Interdisciplinary Science Reviews,2011,1236,journal
"Skolnik, Julia",Julia,Skolnik,female,Science & Education,2015,925,journal
"Angle, Julie",Julie, Angle,female,School Science and Mathematics,2016,923,journal
"Lorah, Julie",Julie, Lorah,female,Journal of Women and Minorities in Science and Engineering,2018,375,journal
"Walters, Julie",Julie,Walters,female,Review of Policy Research,2010,1945,journal
"Moote, Julie",Julie, Moote,female,American Educational Research Journal,2017,1313,journal
"Lorah, Julie",Julie, Lorah,female,Research in Higher Education,2014,1720,journal
"Joyal, Julie",Julie, Joyal,female,Advances in Physiology Education,2014,72,journal
"Kittleson, Julie",Julie, Kittleson,female,Journal of Research in Science Teaching,2013,891,journal
"Moote, Julie",Julie, Moote,female,Sex Roles,2017,1791,journal
"van der Molen, Juliette H",Juliette H, van der Molen,NA,International Journal of Technology and Design Education,2016,1649,journal
"Moss, Justin",Justin,Moss,male,NACTA Journal; Twin Falls,2011,1045,journal
"Beddoes, Kacey",Kacey,Beddoes,female,Studies in Higher Education,2014,1301,journal
"Conroy, Kacie",Kacie, Conroy,female,ACM Transactions on Computing Education,2017,353,journal
"Rackley, Kadie",Kadie, Rackley,female,Journal of Career Development,2017,1402,journal
"Simonson, Kailey",Kailey, Simonson,female,PLoS ONE,2018,1175,journal
"Mahrer, Kali",Kali, Mahrer,female,PLoS ONE,2018,1164,journal
"Woodson, Kamilah",Kamilah, Woodson,female,Review of Research in Education,2018,1524,journal
"Woodson, Kamilah",Kamilah, Woodson,female,New Directions for Higher Education,2013,933,journal
"Gonsalkorale, Karen",Karen, Gonsalkorale,female,Contemporary Educational Psychology,2018,543,journal
"Okamoto, Karen",Karen,Okamoto,female,Public Services Quarterly,2013,1297,journal
"Inkelas, Karen",Karen,Inkelas,female,New Directions for Institutional Research,2011,943,journal
"Winkfield, Karen",Karen, Winkfield,female,Advances in Radiation Oncology,2018,509,journal
"Vaughan, Karen",Karen, Vaughan,female,Soil Science Society of America Journal,2018,1578,journal
"Mancl, Karen",Karen,Mancl,female,Ohio Journal of Science,2017,1051,journal
"Jackson, Karen",Karen,Jackson,female,Journal of Women and Minorities in Science and Engineering,2017,371,journal
"Inkelas, Karen",Karen, Inkelas,female,Research in Higher Education,2013,1746,journal
"Inkelas, Karen",Karen, Inkelas,female,Research in Higher Education,2011,1737,journal
"Multon, Karen",Karen, Multon,female,Journal of Psychoeducational Assessment,2012,1414,journal
"Inkelas, Karen Kurotsuchi",Karen Kurotsuchi, Inkelas,NA,Journal of Higher Education,2012,1279,journal
"Frasch, Karie",Karie, Frasch,female,Annals of the American Academy of Political and Social Science,2011,1328,journal
"Bryan, Karin",Karin, Bryan,female,Palgrave Communications,2018,1591,journal
"Morton, Karisma",Karisma, Morton,female,Frontiers in Psychology,2017,746,journal
"Lewis, Karyn",Karyn,Lewis,female,Psychology of Women Quarterly,2017,1484,journal
"Lewis, Karyn",Karyn, Lewis,female,Personality and Social Psychology Bulletin,2013,1442,journal
"Szelényi, Katalin",Katalin,Szelényi,female,Research in Higher Education,2011,1736,journal
"Szelenyi, Katalin",Katalin,Szelenyi,female,Review of Higher Education,2016,1862,journal
"Szelényi, Katalin",Katalin,Szelényi,female,Research in Higher Education,2013,1744,journal
"Harrington, Kate",Kate,Harrington,female,Clinical Imaging,2018,513,journal
"Quinn, Kate",Kate, Quinn,female,Journal of Diversity in Higher Education,2011,131,journal
"Bresonis, Kate",Kate, Bresonis,female,Review of Higher Education,2016,1863,journal
"White, Kate",Kate,White,female,Australian Quarterly,2015,370,journal
"Luong, Kate",Kate,Luong,female,Human Communication Research,2017,1921,journal
"Quinn, Kate",Kate, Quinn,female,Journal of Women and Minorities in Science and Engineering,2007,420,journal
"Highfield, Kate",Kate, Highfield,female,Contemporary Educational Psychology,2018,546,journal
"Queeney, Kate",Kate, Queeney,female,Cell Biology Education,2017,206,journal
"Cooper, Katelyn",Katelyn,Cooper,female,PLoS ONE,2018,1160,journal
"Harvati, Katerina",Katerina, Harvati,female,American Journal of Physical Anthropology,2018,864,journal
"O'Brien, Katharine",Katharine,O'Brien,female,Gender in Management,2008,694,journal
"Zippel, Katherin",Katherin,Zippel,female,"Gender, Work and Organization",2018,1882,journal
"Michelmore, Katherine",Katherine, Michelmore,female,Social Sciences,2017,976,journal
"Michelmore, Katherine",Katherine, Michelmore,female,Social Forces,2013,1095,journal
"Rainey, Katherine",Katherine,Rainey,female,International Journal of STEM Education,2018,1641,journal
"Dabney, Katherine",Katherine,Dabney,female,Journal of Women and Minorities in Science and Engineering,2017,411,journal
"Conway, Katherine",Katherine, Conway,female,Community College Review,2015,1333,journal
"Dabney, Katherine",Katherine,Dabney,female,Journal of chemical education,2014,39,journal
"Michelmore, Katherine",Katherine, Michelmore,female,Social science research,2017,680,journal
"Conway, Katherine",Katherine, Conway,female,Computers & Education,2015,532,journal
"Phillips, Katherine",Katherine, Phillips,female,Journal of Research in Gender Studies,2016,8,journal
"Miner, Kathi",Kathi,Miner,NA,Journal of Women and Minorities in Science and Engineering,2017,389,journal
"Miner, Kathi",Kathi, Miner,NA,Psychology of Women Quarterly,2013,1480,journal
"Smith, Kathleen",Kathleen,Smith,female,Social Sciences,2018,969,journal
"Lehman, Kathleen",Kathleen, Lehman,female,Physical Review Physics Education Research,2016,66,journal
"Fane, Kathleen",Kathleen, Fane,female,Journal of Medical Internet Research,2018,844,journal
"Buse, Kathleen",Kathleen,Buse,female,Frontiers in Psychology,2014,759,journal
"Buse, Kathleen",Kathleen, Buse,female,Frontiers in Psychology,2017,771,journal
"Lehman, Kathleen",Kathleen,Lehman,female,Computer Science Education,2017,1220,journal
"Lehman, Kathleen",Kathleen, Lehman,female,Journal of Higher Education,2017,1262,journal
"Buse, Kathleen",Kathleen,Buse,female,Career Development International,2013,691,journal
"Plank, Kathryn",Kathryn, Plank,female,International Journal of Science Education,2018,1246,journal
"Boucher, Kathryn",Kathryn,Boucher,female,Frontiers in Psychology,2017,727,journal
"Lavelle, Kathryn",Kathryn, Lavelle,female,Journal of Leadership Studies,2013,878,journal
"Stofer, Kathryn",Kathryn, Stofer,female,Journal of Agricultural Education,2015,14,journal
