author,id.x,position,fname,lname,gender,pubtitle,date,id.y
"Khan, Arshia",71,1,Arshia,Khan,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,254
"Khan, Ayesha",275,4,Ayesha, Khan,female,Journal of Medical Internet Research,2018,846
"Kiebel, Elizabeth",491,5,Elizabeth, Kiebel,female,Psychology of Women Quarterly,2018,1496
"Killion, Brooke",282,3,Brooke, Killion,female,Journal of Research in Science Teaching,2016,889
"Killpack, Tess",58,1,Tess,Killpack,female,CBE Life Sciences Education,2016,199
"Kim, Ann",497,1,Ann,Kim,female,Review of Educational Research,2018,1516
"Kim, Hwaheun",580,2,Hwaheun, Kim,NA,Sex Roles,2017,1772
"Kim, James",463,8,James, Kim,male,Journal of Career Development,2013,1397
"Kim, Kyung-Sun",197,2,Kyung-Sun, Kim,NA,Library & Information Science Research,2008,650
"Kim, Mikyong",624,2,Mikyong, Kim,NA,Career Development Quarterly,2014,1901
"Kim, Saenam",502,5,Saenam, Kim,NA,Social Psychological and Personality Science,2011,1539
"King, Barbara",443,2,Barbara, King,female,American Educational Research Journal,2012,1318
"King, Barbara",443,2,Barbara, King,female,Educational Researcher,2010,1335
"King, Barbara",443,2,Barbara, King,female,Sex Roles,2016,1762
"King, Barbara",437,2,Barbara, King,female,American Educational Research Journal,2012,1318
"King, Barbara",437,2,Barbara, King,female,Educational Researcher,2010,1335
"King, Barbara",437,2,Barbara, King,female,Sex Roles,2016,1762
"King, Barbara",577,2,Barbara, King,female,American Educational Research Journal,2012,1318
"King, Barbara",577,2,Barbara, King,female,Educational Researcher,2010,1335
"King, Barbara",577,2,Barbara, King,female,Sex Roles,2016,1762
"King, Joseph",111,1,Joseph,King,male,Academic Medicine,2018,366
"Kirchmaier, Tom",21,2,Tom, Kirchmaier,male,American Economic Review,2016,52
"Kirn, Adam",321,3,Adam, Kirn,male,Social Sciences,2018,989
"Kittleson, Julie",283,2,Julie, Kittleson,female,Journal of Research in Science Teaching,2013,891
"Kleihauer, Sarah",9,1,Sarah,Kleihauer,female,Journal of Agricultural Education,2013,17
"Kleist, Virginia",594,1,Virginia,Kleist,female,Sex Roles,2015,1822
"Klitzman, Robert",136,19,Robert, Klitzman,male,Cell Stem Cell,2015,465
"Knezek, Gerald",156,2,Gerald, Knezek,male,Journal of Science Education and Technology,2015,1658
"Knezek, Gerald",156,2,Gerald, Knezek,male,Computers in Human Behavior,2014,534
"Knezek, Gerald",544,2,Gerald, Knezek,male,Journal of Science Education and Technology,2015,1658
"Knezek, Gerald",544,2,Gerald, Knezek,male,Computers in Human Behavior,2014,534
"Kniola, David",534,1,David,Kniola,male,Higher Education,2012,1631
"Knobloch-Westerwick, Silvia",632,2,Silvia, Knobloch-Westerwick,female,Human Communication Research,2017,1922
"Ko, Lily",280,3,Lily, Ko,female,Journal of Research in Science Teaching,2018,882
"Ko, Lily",280,3,Lily, Ko,female,Journal of Diversity in Higher Education,2015,117
"Ko, Lily",38,2,Lily, Ko,female,Journal of Research in Science Teaching,2018,882
"Ko, Lily",38,2,Lily, Ko,female,Journal of Diversity in Higher Education,2015,117
"Koch, James",524,1,James,Koch,male,Journal of Economics and Finance,2018,1608
"Koch, Melissa",547,1,Melissa,Koch,female,Journal of Science Education and Technology,2016,1673
"Koishi, Hirofumi",592,4,Hirofumi, Koishi,NA,Sex Roles,2008,1820
"Kokini, Klod",122,3,Klod, Kokini,NA,Journal of Women and Minorities in Science and Engineering,2018,401
"Kokini, Klod",122,3,Klod, Kokini,NA,Management Communication Quarterly,2015,1423
"Kokini, Klod",469,4,Klod, Kokini,NA,Journal of Women and Minorities in Science and Engineering,2018,401
"Kokini, Klod",469,4,Klod, Kokini,NA,Management Communication Quarterly,2015,1423
"Kokkelenberg, Edward",167,1,Edward,Kokkelenberg,male,Economics of Education Review,2010,562
"Kollasch, Aurelia",388,4,Aurelia, Kollasch,female,Community College Journal of Research & Practice,2017,1212
"Kondrak, Cheryl",473,2,Cheryl, Kondrak,female,Personality and Social Psychology Bulletin,2018,1435
"Kooiman, Laura",584,2,Laura, Kooiman,female,Sex Roles,2018,1787
"Koonce, David",212,4,David, Koonce,male,Advances in Gender Research,2014,690
"Kordaki, Maria",198,2,Maria, Kordaki,female,Procedia - Social and Behavioral Sciences,2015,652
"Koul, Ravinder",24,1,Ravinder,Koul,NA,Physical Review Physics Education Research,2016,59
"Kraemer, Nicole",151,1,Nicole,Kraemer,female,Computers & Education,2016,515
"Krenitsky, Loretta",259,2,Loretta, Krenitsky,female,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,811
"Krieg, Anna",378,6,Anna, Krieg,female,PLoS ONE,2018,1165
"Kromrey, Jeffrey",553,5,Jeffrey, Kromrey,male,Journal of Science Education and Technology,2016,1690
"Krook, Mona",426,1,Mona,Krook,female,Politics Groups and Identities,2015,1296
"Kruger, Joseph",546,4,Joseph, Kruger,male,Journal of Science Education and Technology,2016,1670
"Kuchta, Olyvia",584,3,Olyvia, Kuchta,female,Sex Roles,2018,1788
"Kuchynka, Sophie",491,1,Sophie,Kuchynka,female,Psychology of Women Quarterly,2018,1492
"Kuiler, Erik",642,3,Erik, Kuiler,male,Review of Policy Research,2009,1949
"Kulkarni, Anagha",103,1,Anagha,Kulkarni,female,ACM Conference on Innovation and Technology in Computer Science Education,2018,344
"Kulturel-Konak, Sadan",140,1,Sadan,Kulturel-Konak,NA,Contemporary Issues in Education Research,2011,484
"Kumar, Vikas",250,1,Vikas,Kumar,male,International Journal of Information and Communication Technology Education (IJICTE),2017,790
"Kuntz, Vickie",257,3,Vickie, Kuntz,female,Journal of STEM Education : Innovations and Research,2010,803
"Kwan, Virginia S.",366,6,Virginia S., Kwan,NA,Basic & Applied Social Psychology,2016,1113
"Kwiecien, Nicholas",557,2,Nicholas, Kwiecien,male,Journal of the American Society for Mass Spectrometry,2017,1702
"Laanan, Frankie",308,2,Frankie, Laanan,male,New Directions for Higher Education,2013,940
"Laanan, Frankie",308,2,Frankie, Laanan,male,New Directions for Institutional Research,2011,951
"Laanan, Frankie",303,3,Frankie, Laanan,male,New Directions for Higher Education,2013,940
"Laanan, Frankie",303,3,Frankie, Laanan,male,New Directions for Institutional Research,2011,951
"LaBelle, Onawa",132,3,Onawa, LaBelle,NA,Journal of Women and Minorities in Science and Engineering,2011,435
"LaBelle, Onawa",132,3,Onawa, LaBelle,NA,Journal of Women and Minorities in Science and Engineering,2011,430
"LaBelle, Onawa",133,3,Onawa, LaBelle,NA,Journal of Women and Minorities in Science and Engineering,2011,435
"LaBelle, Onawa",133,3,Onawa, LaBelle,NA,Journal of Women and Minorities in Science and Engineering,2011,430
"LaCosse, Jennifer",494,1,Jennifer,LaCosse,female,Psychology of Women Quarterly,2016,1506
"Laemmle, Lena",621,3,Lena, Laemmle,female,Annals of the New York Academy of Sciences,2016,1891
"Lanehart, Rheta",553,2,Rheta, Lanehart,NA,Journal of Science Education and Technology,2016,1687
"Laursen, Sandra",382,1,Sandra,Laursen,female,Change,2015,1191
"Lavelle, Kathryn",279,4,Kathryn, Lavelle,female,Journal of Leadership Studies,2013,878
"Lawson, Katie",584,1,Katie,Lawson,female,Sex Roles,2018,1786
"Le, Huy",180,1,Huy,Le,male,Journal of vocational behavior,2016,595
"Leath, Seanna",247,1,Seanna,Leath,female,Journal of Negro Education,2018,785
"Lee, Ahlam",152,1,Ahlam,Lee,female,Computers & Education,2015,521
"Lee, Hang-Shim",179,1,Hang-Shim,Lee,NA,Journal of vocational behavior,2015,591
"Lee, Katrina",346,2,Katrina, Lee,female,Ohio Journal of Science,2017,1052
"Lee, Reginald",553,4,Reginald, Lee,male,Journal of Science Education and Technology,2016,1689
"Lee, Soohyun",135,3,Soohyun, Lee,NA,Industrial and Organizational Psychology,2018,445
"Lee, You-Geon.",57,2,You-Geon., Lee,NA,CBE Life Sciences Education,2018,197
"Lee, Youjin",463,6,Youjin, Lee,NA,Journal of Career Development,2013,1395
"Leggon, Cheryl",434,1,Cheryl,Leggon,female,American Behavioral Scientist,2010,1307
"Lehman, Kathleen",27,2,Kathleen, Lehman,female,Journal of Higher Education,2017,1262
"Lehman, Kathleen",27,2,Kathleen,Lehman,female,Computer Science Education,2017,1220
"Lehman, Kathleen",27,2,Kathleen, Lehman,female,Physical Review Physics Education Research,2016,66
"Lehman, Kathleen",392,1,Kathleen, Lehman,female,Journal of Higher Education,2017,1262
"Lehman, Kathleen",392,1,Kathleen,Lehman,female,Computer Science Education,2017,1220
"Lehman, Kathleen",392,1,Kathleen, Lehman,female,Physical Review Physics Education Research,2016,66
"Lehman, Kathleen",410,2,Kathleen, Lehman,female,Journal of Higher Education,2017,1262
"Lehman, Kathleen",410,2,Kathleen,Lehman,female,Computer Science Education,2017,1220
"Lehman, Kathleen",410,2,Kathleen, Lehman,female,Physical Review Physics Education Research,2016,66
"Lemon, Edmond",378,12,Edmond, Lemon,male,PLoS ONE,2018,1171
"Lent, Robert",34,1,Robert,Lent,male,Journal of Counseling Psychology,2018,98
"Lent, Robert",34,1,Robert,Lent,male,Journal of vocational behavior,2015,623
"Lent, Robert",189,1,Robert,Lent,male,Journal of Counseling Psychology,2018,98
"Lent, Robert",189,1,Robert,Lent,male,Journal of vocational behavior,2015,623
"Lents, Nathan",281,4,Nathan, Lents,male,Journal of Research in Science Teaching,2017,886
"Leon, Raul",216,2,Raul, Leon,male,Journal for Multicultural Education,2016,704
"Lerchenmueller, Marc",203,1,Marc,Lerchenmueller,male,Research Policy,2018,663
"Lerdpornkulrat, Thanita",24,2,Thanita, Lerdpornkulrat,NA,Physical Review Physics Education Research,2016,60
"Leslie, Sarah-Jane",241,3,Sarah-Jane,Leslie,NA,Science,2014,23
"Leslie, Sarah-Jane",241,3,Sarah-Jane, Leslie,NA,Frontiers in Psychology,2015,775
"Leslie, Sarah-Jane",11,1,Sarah-Jane,Leslie,NA,Science,2014,23
"Leslie, Sarah-Jane",11,1,Sarah-Jane, Leslie,NA,Frontiers in Psychology,2015,775
"Lester, Jaime",386,1,Jaime,Lester,male,Community College Journal of Research & Practice,2016,1203
"Leung, Desmond",135,4,Desmond, Leung,male,Industrial and Organizational Psychology,2018,446
"Levine, Susan",587,3,Susan, Levine,female,Sex Roles,2011,1800
"Levitte, Yael",209,3,Yael, Levitte,male,Social Forces,2013,1094
"Levitte, Yael",209,3,Yael, Levitte,male,Social science research,2017,679
"Levitte, Yael",360,3,Yael, Levitte,male,Social Forces,2013,1094
"Levitte, Yael",360,3,Yael, Levitte,male,Social science research,2017,679
"Levy, Sheri",635,2,Sheri, Levy,female,Journal of Applied Social Psychology,2016,1931
"Levy, Sheri Robin",589,3,Sheri Robin, Levy,NA,Sex Roles,2011,1806
"Lewis, Chris",258,5,Chris, Lewis,male,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,808
"Lewis, Gregory",207,2,Gregory, Lewis,male,Social Science Journal,2011,673
"Lewis, Jaime",275,1,Jaime,Lewis,male,Journal of Medical Internet Research,2018,843
"Lewis, Jakeem",182,3,Jakeem, Lewis,male,Journal of vocational behavior,2017,604
"Lewis, Karyn",489,1,Karyn, Lewis,female,Personality and Social Psychology Bulletin,2013,1442
"Lewis, Karyn",489,1,Karyn,Lewis,female,Psychology of Women Quarterly,2017,1484
"Lewis, Karyn",475,2,Karyn, Lewis,female,Personality and Social Psychology Bulletin,2013,1442
"Lewis, Karyn",475,2,Karyn,Lewis,female,Psychology of Women Quarterly,2017,1484
"Liben, Lynn",204,1,Lynn,Liben,female,Role of Gender in Educational Contexts and Outcomes,2014,665
"Lichtenberg, Nicole",317,3,Nicole, Lichtenberg,female,Social Sciences,2018,973
"Lim, Gloria",27,4,Gloria, Lim,female,Journal of Higher Education,2017,1265
"Lim, Gloria",27,4,Gloria, Lim,female,Physical Review Physics Education Research,2016,68
"Lim, Gloria",410,5,Gloria, Lim,female,Journal of Higher Education,2017,1265
"Lim, Gloria",410,5,Gloria, Lim,female,Physical Review Physics Education Research,2016,68
"Lim, Robert",189,6,Robert, Lim,male,Journal of vocational behavior,2015,628
"Lin, Yuan-Hsiang",646,2,Yuan-Hsiang, Lin,NA,Research and Practice in Technology Enhanced Learning,2017,1959
"Lincoln, Anne",359,1,Anne,Lincoln,female,Social Forces,2010,1091
"Lindbo, David",519,5,David, Lindbo,male,Soil Science Society of America Journal,2018,1581
"Lineberger, R. Daniel",60,2,R. Daniel, Lineberger,NA,Horttechnology,2014,210
"Linley, Jodi",310,1,Jodi,Linley,female,New Directions for Student Services,2013,953
"Litano, Michael",627,4,Michael, Litano,male,Career Development Quarterly,2015,1909
"Little, Germysha",88,1,Germysha,Little,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,300
"Litzler, Elizabeth",114,1,Elizabeth, Litzler,female,Journal of Women and Minorities in Science and Engineering,2007,422
"Litzler, Elizabeth",114,1,Elizabeth,Litzler,female,Journal of Women and Minorities in Science and Engineering,2018,374
"Litzler, Elizabeth",114,1,Elizabeth,Litzler,female,Research in Higher Education,2014,1718
"Litzler, Elizabeth",562,1,Elizabeth, Litzler,female,Journal of Women and Minorities in Science and Engineering,2007,422
"Litzler, Elizabeth",562,1,Elizabeth,Litzler,female,Journal of Women and Minorities in Science and Engineering,2018,374
"Litzler, Elizabeth",562,1,Elizabeth,Litzler,female,Research in Higher Education,2014,1718
"Litzler, Elizabeth",129,4,Elizabeth, Litzler,female,Journal of Women and Minorities in Science and Engineering,2007,422
"Litzler, Elizabeth",129,4,Elizabeth,Litzler,female,Journal of Women and Minorities in Science and Engineering,2018,374
"Litzler, Elizabeth",129,4,Elizabeth,Litzler,female,Research in Higher Education,2014,1718
"Liu, Jane",190,4,Jane, Liu,female,Journal of vocational behavior,2013,632
"Liu, Menting",358,5,Menting, Liu,NA,Social Cognitive and Affective Neuroscience,2018,1090
"Liu, Yan",322,2,Yan, Liu,male,Social Sciences,2017,993
"Lobel, Marci",589,4,Marci, Lobel,female,Sex Roles,2011,1807
"Lockhart, Cathy",633,1,Cathy,Lockhart,female,International Journal of Art & Design Education,2016,1923
"Lofton, Jessica",72,1,Jessica,Lofton,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,255
"Logel, Christine",48,3,Christine, Logel,female,Journal of educational psychology,2015,154
"London, Bonita",482,2,Bonita, London,female,Sex Roles,2011,1805
"London, Bonita",482,2,Bonita,London,female,Journal of Social Issues,2011,1933
"London, Bonita",482,2,Bonita, London,female,Psychological science,2013,1464
"London, Bonita",482,2,Bonita, London,female,CBE Life Sciences Education,2016,187
"London, Bonita",482,2,Bonita, London,female,Journal of Applied Social Psychology,2016,1932
"London, Bonita",636,1,Bonita, London,female,Sex Roles,2011,1805
"London, Bonita",636,1,Bonita,London,female,Journal of Social Issues,2011,1933
"London, Bonita",636,1,Bonita, London,female,Psychological science,2013,1464
"London, Bonita",636,1,Bonita, London,female,CBE Life Sciences Education,2016,187
"London, Bonita",636,1,Bonita, London,female,Journal of Applied Social Psychology,2016,1932
"London, Bonita",55,4,Bonita, London,female,Sex Roles,2011,1805
"London, Bonita",55,4,Bonita,London,female,Journal of Social Issues,2011,1933
"London, Bonita",55,4,Bonita, London,female,Psychological science,2013,1464
"London, Bonita",55,4,Bonita, London,female,CBE Life Sciences Education,2016,187
"London, Bonita",55,4,Bonita, London,female,Journal of Applied Social Psychology,2016,1932
"London, Bonita",589,2,Bonita, London,female,Sex Roles,2011,1805
"London, Bonita",589,2,Bonita,London,female,Journal of Social Issues,2011,1933
"London, Bonita",589,2,Bonita, London,female,Psychological science,2013,1464
"London, Bonita",589,2,Bonita, London,female,CBE Life Sciences Education,2016,187
"London, Bonita",589,2,Bonita, London,female,Journal of Applied Social Psychology,2016,1932
"London, Bonita",635,3,Bonita, London,female,Sex Roles,2011,1805
"London, Bonita",635,3,Bonita,London,female,Journal of Social Issues,2011,1933
"London, Bonita",635,3,Bonita, London,female,Psychological science,2013,1464
"London, Bonita",635,3,Bonita, London,female,CBE Life Sciences Education,2016,187
"London, Bonita",635,3,Bonita, London,female,Journal of Applied Social Psychology,2016,1932
"Long, Russell",313,4,Russell, Long,male,Journal of Engineering Education,2012,964
"Long, Ziyu",469,2,Ziyu,Long,NA,Journal of Women and Minorities in Science and Engineering,2018,399
"Long, Ziyu",469,2,Ziyu, Long,NA,Management Communication Quarterly,2015,1421
"Long, Ziyu",122,1,Ziyu,Long,NA,Journal of Women and Minorities in Science and Engineering,2018,399
"Long, Ziyu",122,1,Ziyu, Long,NA,Management Communication Quarterly,2015,1421
"Longhurst, Melanie",35,2,Melanie, Longhurst,female,Journal of Counseling Psychology,2016,105
"Lopez-Gonzalez, Monica",263,1,Monica,Lopez-Gonzalez,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,819
"Lopez, Cristina",324,1,Cristina,Lopez,female,Social Sciences,2018,995
"Lopez, Frederick",188,2,Frederick, Lopez,male,Journal of vocational behavior,2013,621
"Lorah, Julie",114,2,Julie, Lorah,female,Research in Higher Education,2014,1720
"Lorah, Julie",114,2,Julie, Lorah,female,Journal of Women and Minorities in Science and Engineering,2018,375
"Lorah, Julie",562,3,Julie, Lorah,female,Research in Higher Education,2014,1720
"Lorah, Julie",562,3,Julie, Lorah,female,Journal of Women and Minorities in Science and Engineering,2018,375
"Lord, Susan",313,3,Susan, Lord,female,Journal of Engineering Education,2012,963
"Loveluck, Jimena",276,3,Jimena, Loveluck,female,Journal of Medical Internet Research,2013,854
"Lovering, Meghan",463,5,Meghan, Lovering,female,Journal of Career Development,2013,1394
"Lowe, Stacey",498,5,Stacey, Lowe,female,Review of Research in Education,2018,1523
"Loyd, Aerika",365,4,Aerika, Loyd,NA,Applied Developmental Science,2018,1107
"Lubienski, Sarah",444,1,Sarah, Lubienski,female,"Journal of College Student Retention: Research, Theory and Practice",2018,1408
"Lubienski, Sarah",444,1,Sarah,Lubienski,female,Educational Researcher,2018,1336
"Lubienski, Sarah",466,4,Sarah, Lubienski,female,"Journal of College Student Retention: Research, Theory and Practice",2018,1408
"Lubienski, Sarah",466,4,Sarah,Lubienski,female,Educational Researcher,2018,1336
"Lucas, Gale",151,3,Gale, Lucas,NA,Computers & Education,2016,517
"Lui, Kristine",128,3,Kristine, Lui,female,Journal of Women and Minorities in Science and Engineering,2017,418
"Lukas, Dieter",380,3,Dieter, Lukas,male,PLoS ONE,2018,1185
"Lundy-Wagner, Valerie",568,2,Valerie, Lundy-Wagner,female,Research in Higher Education,2009,1728
"Luong, Kate",632,1,Kate,Luong,female,Human Communication Research,2017,1921
"Luttenberger, Silke",239,2,Silke, Luttenberger,NA,Frontiers in Psychology,2017,768
"Ly, Minh",59,4,Minh, Ly,male,Cell Biology Education,2017,204
"Lyman, Phoebe",545,4,Phoebe, Lyman,female,Journal of Science Education and Technology,2017,1663
"Lynch, Sharon",284,5,Sharon, Lynch,female,Journal of Research in Science Teaching,2016,896
"Lynn, Erica",132,5,Erica, Lynn,female,Journal of Women and Minorities in Science and Engineering,2011,432
"Lynn, Erica",132,5,Erica, Lynn,female,Journal of Women and Minorities in Science and Engineering,2011,437
"Lynn, Erica",133,5,Erica, Lynn,female,Journal of Women and Minorities in Science and Engineering,2011,432
"Lynn, Erica",133,5,Erica, Lynn,female,Journal of Women and Minorities in Science and Engineering,2011,437
"Ma, Gloria",87,1,Gloria,Ma,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,298
"Ma, Lili",87,2,Lili, Ma,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,299
"Ma, Yingyi",645,1,Yingyi,Ma,NA,Social Science Quarterly,2011,1957
"Ma, Yingyi",645,1,Yingyi,Ma,NA,Social Sciences,2017,992
"Ma, Yingyi",322,1,Yingyi,Ma,NA,Social Science Quarterly,2011,1957
"Ma, Yingyi",322,1,Yingyi,Ma,NA,Social Sciences,2017,992
"Mack, Kelly",300,1,Kelly,Mack,female,New Directions for Higher Education,2013,931
"MacLeod, Emily",585,5,Emily, MacLeod,female,Sex Roles,2017,1793
"MacPhee, David",620,1,David,MacPhee,male,Analyses of Social Issues and Public Policy,2013,1886
"Magerman, Adam",358,3,Adam, Magerman,male,Social Cognitive and Affective Neuroscience,2018,1088
"Mahajan, Agrima",228,2,Agrima, Mahajan,NA,Frontiers in Psychology,2017,735
"Mahoney, Kevin",460,2,Kevin, Mahoney,male,Journal of Career Assessment,2012,1385
"Mahrer, Kali",378,5,Kali, Mahrer,female,PLoS ONE,2018,1164
"Major, Debra",627,2,Debra, Major,female,Career Development Quarterly,2015,1907
"Major, Debra",627,2,Debra, Major,female,Career Development Quarterly,2017,1912
"Major, Debra",627,2,Debra, Major,female,Career Development Quarterly,2010,1905
"Major, Debra",626,3,Debra, Major,female,Career Development Quarterly,2015,1907
"Major, Debra",626,3,Debra, Major,female,Career Development Quarterly,2017,1912
"Major, Debra",626,3,Debra, Major,female,Career Development Quarterly,2010,1905
"Major, Debra",628,2,Debra, Major,female,Career Development Quarterly,2015,1907
"Major, Debra",628,2,Debra, Major,female,Career Development Quarterly,2017,1912
"Major, Debra",628,2,Debra, Major,female,Career Development Quarterly,2010,1905
"Makarova, Elena",528,1,Elena,Makarova,female,Empirical Research in Vocational Education and Training,2016,1617
"Makowski, Martha",435,4,Martha, Makowski,female,American Educational Research Journal,2018,1311
"Maldonado,",64,1,,Maldonado,NA,American Society for Engineering Education,2007,224
"Mallette, Jennifer",92,1,Jennifer,Mallette,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,315
"Malley, Janet",120,3,Janet, Malley,female,Journal of Women and Minorities in Science and Engineering,2016,396
"Maltby, Jennifer",220,1,Jennifer,Maltby,female,Learning Communities: Research & Practice,2016,710
"Maltese, Adam",543,2,Adam, Maltese,male,Journal of Science Education and Technology,2017,1656
"Maltese, Adam",543,2,Adam,Maltese,male,Science Education,2014,916
"Maltese, Adam",543,2,Adam, Maltese,male,Journal of chemical education,2012,32
"Maltese, Adam",543,2,Adam,Maltese,male,Science Education,2011,907
"Maltese, Adam",15,2,Adam, Maltese,male,Journal of Science Education and Technology,2017,1656
"Maltese, Adam",15,2,Adam,Maltese,male,Science Education,2014,916
"Maltese, Adam",15,2,Adam, Maltese,male,Journal of chemical education,2012,32
"Maltese, Adam",15,2,Adam,Maltese,male,Science Education,2011,907
"Maltese, Adam",291,1,Adam, Maltese,male,Journal of Science Education and Technology,2017,1656
"Maltese, Adam",291,1,Adam,Maltese,male,Science Education,2014,916
"Maltese, Adam",291,1,Adam, Maltese,male,Journal of chemical education,2012,32
"Maltese, Adam",291,1,Adam,Maltese,male,Science Education,2011,907
"Maltese, Adam",288,1,Adam, Maltese,male,Journal of Science Education and Technology,2017,1656
"Maltese, Adam",288,1,Adam,Maltese,male,Science Education,2014,916
"Maltese, Adam",288,1,Adam, Maltese,male,Journal of chemical education,2012,32
"Maltese, Adam",288,1,Adam,Maltese,male,Science Education,2011,907
"Mancl, Karen",346,1,Karen,Mancl,female,Ohio Journal of Science,2017,1051
"Mann, Allison",211,1,Allison,Mann,female,Social science research,2013,685
"Mann, Judith",546,5,Judith, Mann,female,Journal of Science Education and Technology,2016,1671
"Marchetti, Carol",69,2,Carol, Marchetti,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,326
"Marchetti, Carol",69,2,Carol, Marchetti,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,243
"Marchetti, Carol",96,4,Carol, Marchetti,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,326
"Marchetti, Carol",96,4,Carol, Marchetti,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,243
"Margherio, Cara",324,2,Cara, Margherio,female,Social Sciences,2018,996
"Mark, Sheron",552,1,Sheron,Mark,male,Journal of Science Education and Technology,2016,1685
"Mark, Sheron",552,1,Sheron, Mark,male,Journal of Career Development,2013,1392
"Mark, Sheron",463,3,Sheron,Mark,male,Journal of Science Education and Technology,2016,1685
"Mark, Sheron",463,3,Sheron, Mark,male,Journal of Career Development,2013,1392
"Mars, Matthew",608,3,Matthew, Mars,male,Review of Higher Education,2016,1864
"Martin, Annette",378,14,Annette, Martin,female,PLoS ONE,2018,1173
"Martin, Cristopher",546,6,Cristopher, Martin,male,Journal of Science Education and Technology,2016,1672
"Martin, Cynthia",531,2,Cynthia, Martin,female,Gender Issues,2011,1626
"Martin, Julie",66,4,Julie, Martin,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,233
"Martin, Michael",8,2,Michael, Martin,male,Journal of Agricultural Education,2015,16
"Martinez Ortiz, Araceli",139,1,Araceli,Martinez Ortiz,female,American Journal of Engineering Education,2015,482
"Martinez, Dalinda",382,4,Dalinda, Martinez,female,Change,2015,1194
"Martiny, Sarah",583,2,Sarah, Martiny,female,Sex Roles,2016,1785
"Martiros, Melissa",86,3,Melissa, Martiros,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,296
"Marx, David",582,2,David, Marx,male,Sex Roles,2013,1782
"Marzilli, Luigi",16,4,Luigi, Marzilli,male,Journal of chemical education,2014,37
"Mason, Mary",440,2,Mary, Mason,female,Annals of the American Academy of Political and Social Science,2011,1327
"Mason, Sharon",96,1,Sharon, Mason,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,244
"Mason, Sharon",96,1,Sharon,Mason,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,323
"Mason, Sharon",69,3,Sharon, Mason,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,244
"Mason, Sharon",69,3,Sharon,Mason,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,323
"Massimo, Nicholas",378,13,Nicholas, Massimo,male,PLoS ONE,2018,1172
"Master, Allison",227,2,Allison,Master,female,International Review of Social Psychology,2014,1867
"Master, Allison",227,2,Allison,Master,female,Journal of educational psychology,2016,135
"Master, Allison",227,2,Allison,Master,female,Journal of experimental child psychology,2017,582
"Master, Allison",227,2,Allison, Master,female,Frontiers in psychology,2015,732
"Master, Allison",610,1,Allison,Master,female,International Review of Social Psychology,2014,1867
"Master, Allison",610,1,Allison,Master,female,Journal of educational psychology,2016,135
"Master, Allison",610,1,Allison,Master,female,Journal of experimental child psychology,2017,582
"Master, Allison",610,1,Allison, Master,female,Frontiers in psychology,2015,732
"Master, Allison",44,1,Allison,Master,female,International Review of Social Psychology,2014,1867
"Master, Allison",44,1,Allison,Master,female,Journal of educational psychology,2016,135
"Master, Allison",44,1,Allison,Master,female,Journal of experimental child psychology,2017,582
"Master, Allison",44,1,Allison, Master,female,Frontiers in psychology,2015,732
"Master, Allison",176,1,Allison,Master,female,International Review of Social Psychology,2014,1867
"Master, Allison",176,1,Allison,Master,female,Journal of educational psychology,2016,135
"Master, Allison",176,1,Allison,Master,female,Journal of experimental child psychology,2017,582
"Master, Allison",176,1,Allison, Master,female,Frontiers in psychology,2015,732
"Masur, Sandra",136,20,Sandra, Masur,female,Cell Stem Cell,2015,466
"Matheus, Carolyn",264,1,Carolyn,Matheus,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,820
"Mattley, Christine",212,2,Christine, Mattley,female,Advances in Gender Research,2014,688
"Mattsson, Tina",398,1,Tina,Mattsson,female,Gender & Education,2015,1232
"Maung, Nina",55,3,Nina, Maung,female,CBE Life Sciences Education,2016,186
"Mavriplis, Catherine",39,3,Catherine, Mavriplis,female,Journal of Diversity in Higher Education,2009,122
"May, Ann Mari.",613,1,Ann Mari.,May,NA,Review of Regional Studies,2017,1873
"Mbila, Monday",519,9,Monday, Mbila,NA,Soil Science Society of America Journal,2018,1585
"McBratney, Alex",518,2,Alex, McBratney,male,Journal of Soil and Water Conservation,2008,1575
"McCarther, S.",63,4,S., McCarther,NA,Leadership & Management in Engineering,2010,223
